species	Gene_focal	Gene_ortho
Kazachstania_africana	ATP7	KAFR0C03890
Kazachstania_africana	AVT4	KAFR0D02000
Kazachstania_africana	AVT6	KAFR0K02010
Kazachstania_africana	AVT6	KAFR0K02020
Kazachstania_africana	BAS1	KAFR0D02140
Kazachstania_africana	BAS1	KAFR0D02150
Kazachstania_africana	BBP1	KAFR0F00950
Kazachstania_africana	BCK1	KAFR0A01420
Kazachstania_africana	BCK2	KAFR0B02520
Kazachstania_africana	BDH2	KAFR0I00160
Kazachstania_africana	BEM2	KAFR0B02410
Kazachstania_africana	BIG1	KAFR0D04940
Kazachstania_africana	BIL1	KAFR0D01530
Kazachstania_africana	BIM1	KAFR0G02790
Kazachstania_africana	BIT2	KAFR0C04230
Kazachstania_africana	BIT2	KAFR0C04240
Kazachstania_africana	BMH1	KAFR0B02630
Kazachstania_africana	BMS1	KAFR0K00200
Kazachstania_africana	BNS1	KAFR0B04240
Kazachstania_africana	BOI2	KAFR0K01960
Kazachstania_africana	BRE4	KAFR0F00230
Kazachstania_africana	BRR2	KAFR0B02580
Kazachstania_africana	BSD2	KAFR0D03580
Kazachstania_africana	BTS1	KAFR0E00960
Kazachstania_africana	BTT1	KAFR0E02890
Kazachstania_africana	BTT1	KAFR0H01510
Kazachstania_africana	BUD13	KAFR0C03070
Kazachstania_africana	BUD23	KAFR0J02470
Kazachstania_africana	BUD23	KAFR0J02480
Kazachstania_africana	BUD7	KAFR0D01480
Kazachstania_africana	BUD9	KAFR0F03910
Kazachstania_africana	BUL1	KAFR0B03880
Kazachstania_africana	BUL1	KAFR0B03890
Kazachstania_africana	CAB4	KAFR0C06450
Kazachstania_africana	CAB5	KAFR0B06190
Kazachstania_africana	CAF130	KAFR0C02000
Kazachstania_africana	CAF130	KAFR0C02010
Kazachstania_africana	CAM1	KAFR0H01410
Kazachstania_africana	CAP1	KAFR0D03350
Kazachstania_africana	CAP1	KAFR0D03360
Kazachstania_africana	CAT5	KAFR0D05080
Kazachstania_africana	CAT5	KAFR0D05090
Kazachstania_africana	CAT8	KAFR0B03940
Kazachstania_africana	CAT8	KAFR0B03950
Kazachstania_africana	CBF2	KAFR0C02040
Kazachstania_africana	CBF5	KAFR0H03140
Kazachstania_africana	CBF5	KAFR0H03150
Kazachstania_africana	CBK1	KAFR0F00490
Kazachstania_africana	CBP3	KAFR0K00220
Kazachstania_africana	CBR1	KAFR0I01920
Kazachstania_africana	CBS2	KAFR0B06200
Kazachstania_africana	CCA1	KAFR0B02540
Kazachstania_africana	CCL1	KAFR0K02070
Kazachstania_africana	CCT5	KAFR0D03680
Kazachstania_africana	CCT5	KAFR0D03690
Kazachstania_africana	CDC13	KAFR0F00320
Kazachstania_africana	CDC23	KAFR0E02240
Kazachstania_africana	CDC24	KAFR0C05070
Kazachstania_africana	CDC24	KAFR0C05080
Kazachstania_africana	CDC24	KAFR0K00480
Kazachstania_africana	CDC28	KAFR0E03030
Kazachstania_africana	CDC34	KAFR0C00320
Kazachstania_africana	CDC37	KAFR0B05920
Kazachstania_africana	CDC37	KAFR0B05930
Kazachstania_africana	CDC43	KAFR0B04650
Kazachstania_africana	CDC53	KAFR0B01150
Kazachstania_africana	CDC6	KAFR0F01580
Kazachstania_africana	CDC73	KAFR0A05770
Kazachstania_africana	CDS1	KAFR0E01050
Kazachstania_africana	CFT2	KAFR0B03020
Kazachstania_africana	CHA4	KAFR0B02820
Kazachstania_africana	CHD1	KAFR0B02490
Kazachstania_africana	CHL4	KAFR0E02910
Kazachstania_africana	CHM7	KAFR0A00870
Kazachstania_africana	CIR1	KAFR0B04050
Kazachstania_africana	CKA1	KAFR0A02560
Kazachstania_africana	CKA2	KAFR0K01310
Kazachstania_africana	CKB1	KAFR0F03200
Kazachstania_africana	CKB2	KAFR0C06020
Kazachstania_africana	CKS1	KAFR0K01380
Kazachstania_africana	CLB3	KAFR0B00950
Kazachstania_africana	CLN3	KAFR0K00490
Kazachstania_africana	CLP1	KAFR0A03930
Kazachstania_africana	CMC1	KAFR0D02930
Kazachstania_africana	CMG1	KAFR0A05010
Kazachstania_africana	CMG1	KAFR0A05020
Kazachstania_africana	CMP2	KAFR0I00480
Kazachstania_africana	CMR1	KAFR0B00940
Kazachstania_africana	CMR2	KAFR0J01890
Kazachstania_africana	CNE1	KAFR0I00190
Kazachstania_africana	COA1	KAFR0D02140
Kazachstania_africana	COG4	KAFR0D04230
Kazachstania_africana	COG4	KAFR0D04240
Kazachstania_africana	COG7	KAFR0F03350
Kazachstania_africana	COM2	KAFR0B02150
Kazachstania_africana	COM2	KAFR0B02160
Kazachstania_africana	COQ2	KAFR0C04720
Kazachstania_africana	COQ5	KAFR0B03870
Kazachstania_africana	COQ5	KAFR0B03880
Kazachstania_africana	COX11	KAFR0H02610
Kazachstania_africana	COX13	KAFR0C02940
Kazachstania_africana	COX15	KAFR0B02280
Kazachstania_africana	COX18	KAFR0F04050
Kazachstania_africana	COX18	KAFR0F04060
Kazachstania_africana	COX20	KAFR0E02690
Kazachstania_africana	COX20	KAFR0E02700
Kazachstania_africana	CPR1	KAFR0B05810
Kazachstania_africana	CRC1	KAFR0J01960
Kazachstania_africana	CRF1	KAFR0C04790
Kazachstania_africana	CRZ1	KAFR0H03230
Kazachstania_africana	CRZ1	KAFR0H03240
Kazachstania_africana	CSC1	KAFR0H01900
Kazachstania_africana	CSH1	KAFR0E03040
Kazachstania_africana	CSI1	KAFR0A02200
Kazachstania_africana	CSM3	KAFR0C04140
Kazachstania_africana	CSN9	KAFR0B06080
Kazachstania_africana	CSR2	KAFR0K02110
Kazachstania_africana	CTH1	KAFR0B05780
Kazachstania_africana	CTK1	KAFR0D02900
Kazachstania_africana	CTR86	KAFR0J02540
Kazachstania_africana	CUS1	KAFR0B03520
Kazachstania_africana	CUZ1	KAFR0A07310
Kazachstania_africana	CWC15	KAFR0B05870
Kazachstania_africana	CWC21	KAFR0E02960
Kazachstania_africana	CWC22	KAFR0C06460
Kazachstania_africana	CWC27	KAFR0E01010
Kazachstania_africana	CYC1	KAFR0I02770
Kazachstania_africana	CYC1	KAFR0I02780
Kazachstania_africana	CYC2	KAFR0C06000
Kazachstania_africana	CYC3	KAFR0K00500
Kazachstania_africana	CYC7	KAFR0E00510
Kazachstania_africana	DAS2	KAFR0E01150
Kazachstania_africana	DBF2	KAFR0K01540
Kazachstania_africana	DBP6	KAFR0C04690
Kazachstania_africana	DCC1	KAFR0I02220
Kazachstania_africana	DDC1	KAFR0K00390
Kazachstania_africana	DDP1	KAFR0G02550
Kazachstania_africana	DFG10	KAFR0I01850
Kazachstania_africana	DGK1	KAFR0D01590
Kazachstania_africana	DGR2	KAFR0D03060
Kazachstania_africana	DIA4	KAFR0C05760
Kazachstania_africana	DIG1	KAFR0H01400
Kazachstania_africana	DMC1	KAFR0B02650
Kazachstania_africana	DML1	KAFR0B03210
Kazachstania_africana	DNA2	KAFR0E02220
Kazachstania_africana	DNF1	KAFR0B02510
Kazachstania_africana	DOA1	KAFR0E00180
Kazachstania_africana	DOA4	KAFR0C02590
Kazachstania_africana	DOG1	KAFR0J00440
Kazachstania_africana	DOG2	KAFR0J00420
Kazachstania_africana	DOS2	KAFR0C02580
Kazachstania_africana	DOT6	KAFR0K01720
Kazachstania_africana	DPB11	KAFR0A01470
Kazachstania_africana	DRN1	KAFR0K01550
Kazachstania_africana	DSK2	KAFR0B03900
Kazachstania_africana	DTD1	KAFR0F00330
Kazachstania_africana	DTR1	KAFR0I00700
Kazachstania_africana	DTR1	KAFR0I00710
Kazachstania_africana	DUO1	KAFR0A04670
Kazachstania_africana	DUO1	KAFR0G02270
Kazachstania_africana	DYN2	KAFR0C05410
Kazachstania_africana	DYN3	KAFR0I02540
Kazachstania_africana	DYN3	KAFR0I02550
Kazachstania_africana	EAP1	KAFR0E00300
Kazachstania_africana	EBS1	KAFR0B06260
Kazachstania_africana	ECM30	KAFR0A05570
Kazachstania_africana	ECM3	KAFR0J01880
Kazachstania_africana	ECM7	KAFR0E04190
Kazachstania_africana	ECM9	KAFR0D03490
Kazachstania_africana	EFM1	KAFR0I01550
Kazachstania_africana	EFM2	KAFR0C04240
Kazachstania_africana	EFM2	KAFR0C04250
Kazachstania_africana	EFM4	KAFR0B01380
Kazachstania_africana	EFM6	KAFR0H03290
Kazachstania_africana	EGO4	KAFR0C04640
Kazachstania_africana	EGO4	KAFR0C04650
Kazachstania_africana	EHD3	KAFR0A01030
Kazachstania_africana	EHD3	KAFR0A01040
Kazachstania_africana	EKI1	KAFR0B05750
Kazachstania_africana	ELC1	KAFR0H01430
Kazachstania_africana	ELO1	KAFR0F01570
Kazachstania_africana	ELP3	KAFR0E00820
Kazachstania_africana	ELP4	KAFR0E00710
Kazachstania_africana	EMC1	KAFR0D00280
Kazachstania_africana	EMP65	KAFR0B02270
Kazachstania_africana	ENP1	KAFR0G03600
Kazachstania_africana	ENP1	KAFR0G03610
Kazachstania_africana	ENT5	KAFR0B05800
Kazachstania_africana	ENV7	KAFR0F01150
Kazachstania_africana	EPS1	KAFR0K01120
Kazachstania_africana	EPT1	KAFR0F00670
Kazachstania_africana	ERD2	KAFR0B00660
Kazachstania_africana	ERG4	KAFR0F03420
Kazachstania_africana	ERG5	KAFR0A02110
Kazachstania_africana	ERG8	KAFR0B03290
Kazachstania_africana	ERT1	KAFR0G03500
Kazachstania_africana	ERT1	KAFR0G03510
Kazachstania_africana	ERV29	KAFR0I02660
Kazachstania_africana	ERV29	KAFR0I02670
Kazachstania_africana	ERV41	KAFR0I00360
Kazachstania_africana	ERV46	KAFR0K00470
Kazachstania_africana	ESC1	KAFR0B03285
Kazachstania_africana	ESC8	KAFR0I02000
Kazachstania_africana	ESP1	KAFR0K01600
Kazachstania_africana	ESP1	KAFR0K01610
Kazachstania_africana	EST2	KAFR0A06610
Kazachstania_africana	ETP1	KAFR0A01980
Kazachstania_africana	ETP1	KAFR0A01990
Kazachstania_africana	ETT1	KAFR0C06130
Kazachstania_africana	EXO70	KAFR0A01510
Kazachstania_africana	EXO84	KAFR0G01700
Kazachstania_africana	FAD1	KAFR0F02090
Kazachstania_africana	FAP1	KAFR0H03300
Kazachstania_africana	FAR10	KAFR0H01870
Kazachstania_africana	FAS2	KAFR0F01200
Kazachstania_africana	FCP1	KAFR0B03910
Kazachstania_africana	FCY2	KAFR0L00830
Kazachstania_africana	FCY2	KAFR0L00840
Kazachstania_africana	FES1	KAFR0G01690
Kazachstania_africana	FHL1	KAFR0D04220
Kazachstania_africana	FHL1	KAFR0D04230
Kazachstania_africana	FHN1	KAFR0C01970
Kazachstania_africana	FIS1	KAFR0B01370
Kazachstania_africana	FKS3	KAFR0I02620
Kazachstania_africana	FLC2	KAFR0I00220
Kazachstania_africana	FMN1	KAFR0E02750
Kazachstania_africana	FMP16	KAFR0C02600
Kazachstania_africana	FMP30	KAFR0E00700
Kazachstania_africana	FMP42	KAFR0B03300
Kazachstania_africana	FMS1	KAFR0A02140
Kazachstania_africana	FPK1	KAFR0C04780
Kazachstania_africana	FPS1	KAFR0L00210
Kazachstania_africana	FRD1	KAFR0E00440
Kazachstania_africana	FRK1	KAFR0A03720
Kazachstania_africana	FRK1	KAFR0A03730
Kazachstania_africana	FSH1	KAFR0J00490
Kazachstania_africana	FUI1	KAFR0B00640
Kazachstania_africana	FUN12	KAFR0K00540
Kazachstania_africana	FUN14	KAFR0K00800
Kazachstania_africana	FUN19	KAFR0K00560
Kazachstania_africana	FUS2	KAFR0B03430
Kazachstania_africana	FUS2	KAFR0B03440
Kazachstania_africana	FUS3	KAFR0C02840
Kazachstania_africana	FYV7	KAFR0D00910
Kazachstania_africana	GAL4	KAFR0F01040
Kazachstania_africana	GAL4	KAFR0F01050
Kazachstania_africana	GAR1	KAFR0D04860
Kazachstania_africana	GAR1	KAFR0D04870
Kazachstania_africana	GAS1	KAFR0I02630
Kazachstania_africana	GCD2	KAFR0K01450
Kazachstania_africana	GCG1	KAFR0B02480
Kazachstania_africana	GCR1	KAFR0E00910
Kazachstania_africana	GCV2	KAFR0A07180
Kazachstania_africana	GDA1	KAFR0E00480
Kazachstania_africana	GDH2	KAFR0F00370
Kazachstania_africana	GET4	KAFR0G02560
Kazachstania_africana	GFD2	KAFR0D00350
Kazachstania_africana	GID7	KAFR0D00320
Kazachstania_africana	GIP3	KAFR0H02570
Kazachstania_africana	GIR2	KAFR0B05790
Kazachstania_africana	GIS3	KAFR0B02780
Kazachstania_africana	GLE2	KAFR0K01900
Kazachstania_africana	GLE2	KAFR0K01910
Kazachstania_africana	GLN1	KAFR0K02160
Kazachstania_africana	GLY1	KAFR0E00450
Kazachstania_africana	GMC2	KAFR0E04200
Kazachstania_africana	GON7	KAFR0F01660
Kazachstania_africana	GPC1	KAFR0I00950
Kazachstania_africana	GPI10	KAFR0B04770
Kazachstania_africana	GPI10	KAFR0B04780
Kazachstania_africana	GPI12	KAFR0B03960
Kazachstania_africana	GPI14	KAFR0E01910
Kazachstania_africana	GPI14	KAFR0E01920
Kazachstania_africana	GPI19	KAFR0C05500
Kazachstania_africana	GPI1	KAFR0B04150
Kazachstania_africana	GPI2	KAFR0E00900
Kazachstania_africana	GPM2	KAFR0F02250
Kazachstania_africana	GPP2	KAFR0L00910
Kazachstania_africana	GPR1	KAFR0F02170
Kazachstania_africana	GPX2	KAFR0G03570
Kazachstania_africana	GRE1	KAFR0F01250
Kazachstania_africana	GRX1	KAFR0D00360
Kazachstania_africana	GRX4	KAFR0B02600
Kazachstania_africana	GSF2	KAFR0E00400
Kazachstania_africana	GTB1	KAFR0E02580
Kazachstania_africana	GTB1	KAFR0E02590
Kazachstania_africana	GTF1	KAFR0K01650
Kazachstania_africana	GTS1	KAFR0C03000
Kazachstania_africana	GUP2	KAFR0B06760
Kazachstania_africana	GUT2	KAFR0D02170
Kazachstania_africana	GWT1	KAFR0A01460
Kazachstania_africana	GYL1	KAFR0A07210
Kazachstania_africana	GYP5	KAFR0F01030
Kazachstania_africana	GYP7	KAFR0F00190
Kazachstania_africana	GYP7	KAFR0F00200
Kazachstania_africana	HAL1	KAFR0B01910
Kazachstania_africana	HAL5	KAFR0F01790
Kazachstania_africana	HAP3	KAFR0C02790
Kazachstania_africana	HAP4	KAFR0D03130
Kazachstania_africana	HBT1	KAFR0F00300
Kazachstania_africana	HCA4	KAFR0J01070
Kazachstania_africana	HCA4	KAFR0J01080
Kazachstania_africana	HCH1	KAFR0A08200
Kazachstania_africana	HCS1	KAFR0C03880
Kazachstania_africana	HDA1	KAFR0H03320
Kazachstania_africana	HED1	KAFR0E01100
Kazachstania_africana	HED1	KAFR0E01110
Kazachstania_africana	HEK2	KAFR0H01160
Kazachstania_africana	HEM13	KAFR0A01100
Kazachstania_africana	HEM1	KAFR0E02700
Kazachstania_africana	HEM1	KAFR0E02710
Kazachstania_africana	HEM3	KAFR0H01650
Kazachstania_africana	HFI1	KAFR0F00960
Kazachstania_africana	HHO1	KAFR0H02670
Kazachstania_africana	HIR2	KAFR0C06010
Kazachstania_africana	HIS1	KAFR0L00820
Kazachstania_africana	HIS1	KAFR0L00830
Kazachstania_africana	HIS4	KAFR0D00410
Kazachstania_africana	HIS4	KAFR0D00420
Kazachstania_africana	HIS7	KAFR0G03620
Kazachstania_africana	HMF1	KAFR0L00860
Kazachstania_africana	HMO1	KAFR0B06030
Kazachstania_africana	HNT3	KAFR0A04000
Kazachstania_africana	HOP1	KAFR0B01290
Kazachstania_africana	HOP1	KAFR0B01300
Kazachstania_africana	HOT13	KAFR0C03970
Kazachstania_africana	HOT13	KAFR0C03980
Kazachstania_africana	HPR1	KAFR0B05650
Kazachstania_africana	HPR1	KAFR0B05660
Kazachstania_africana	HRR25	KAFR0K00320
Kazachstania_africana	HRT3	KAFR0B02810
Kazachstania_africana	HSC82	KAFR0A07150
Kazachstania_africana	HSF1	KAFR0C02250
Kazachstania_africana	HSK3	KAFR0D02910
Kazachstania_africana	HSL7	KAFR0K01370
Kazachstania_africana	HSM3	KAFR0C04260
Kazachstania_africana	HTD2	KAFR0K02230
Kazachstania_africana	HTD2	KAFR0K02240
Kazachstania_africana	HUG1	KAFR0I00450
Kazachstania_africana	HUG1	KAFR0I00460
Kazachstania_africana	HUT1	KAFR0F01090
Kazachstania_africana	HXT14	KAFR0I02850
Kazachstania_africana	HXT14	KAFR0I02860
Kazachstania_africana	HXT5	KAFR0E04100
Kazachstania_africana	HXT5	KAFR0E04110
Kazachstania_africana	IAH1	KAFR0D05090
Kazachstania_africana	IAH1	KAFR0D05100
Kazachstania_africana	ICL2	KAFR0B01930
Kazachstania_africana	ICS2	KAFR0E03000
Kazachstania_africana	ICT1	KAFR0B02830
Kazachstania_africana	IDS2	KAFR0F01900
Kazachstania_africana	IES5	KAFR0K01760
Kazachstania_africana	IES6	KAFR0E00460
Kazachstania_africana	IFA38	KAFR0E03020
Kazachstania_africana	IFH1	KAFR0H01760
Kazachstania_africana	IKI1	KAFR0B01570
Kazachstania_africana	ILV6	KAFR0I02260
Kazachstania_africana	IMG1	KAFR0J02460
Kazachstania_africana	IMG1	KAFR0J02470
Kazachstania_africana	IML2	KAFR0A01550
Kazachstania_africana	IMP2'	KAFR0D02180
Kazachstania_africana	IMP3	KAFR0E02080
Kazachstania_africana	INM1	KAFR0J00460
Kazachstania_africana	INP1	KAFR0J02410
Kazachstania_africana	INP53	KAFR0J02020
Kazachstania_africana	INP53	KAFR0J02030
Kazachstania_africana	IOC2	KAFR0B02790
Kazachstania_africana	IPA1	KAFR0E04440
Kazachstania_africana	IPK1	KAFR0K02240
Kazachstania_africana	IPK1	KAFR0K02250
Kazachstania_africana	IPL1	KAFR0K00280
Kazachstania_africana	IQG1	KAFR0F01110
Kazachstania_africana	IRC21	KAFR0A01890
Kazachstania_africana	IRC23	KAFR0C06060
Kazachstania_africana	IRE1	KAFR0D04760
Kazachstania_africana	ISC10	KAFR0B02660
Kazachstania_africana	ISM1	KAFR0H01480
Kazachstania_africana	ISR1	KAFR0D04250
Kazachstania_africana	ISU1	KAFR0H02580
Kazachstania_africana	ISU2	KAFR0G01870
Kazachstania_africana	ISW1	KAFR0G03580
Kazachstania_africana	ISW2	KAFR0D01520
Kazachstania_africana	ISY1	KAFR0I02800
Kazachstania_africana	ITT1	KAFR0I00350
Kazachstania_africana	IVY1	KAFR0E02670
Kazachstania_africana	IVY1	KAFR0E02680
Kazachstania_africana	JAC1	KAFR0F03210
Kazachstania_africana	KAP123	KAFR0K01910
Kazachstania_africana	KAP123	KAFR0K01920
Kazachstania_africana	KAR3	KAFR0B06590
Kazachstania_africana	KEL2	KAFR0B04320
Kazachstania_africana	KGD2	KAFR0B05760
Kazachstania_africana	KHA1	KAFR0A01430
Kazachstania_africana	KIC1	KAFR0D04950
Kazachstania_africana	KIN2	KAFR0B02800
Kazachstania_africana	KIN4	KAFR0A03730
Kazachstania_africana	KKQ8	KAFR0G00460
Kazachstania_africana	KRE5	KAFR0E02400
Kazachstania_africana	KRE9	KAFR0F01730
Kazachstania_africana	KSP1	KAFR0D04800
Kazachstania_africana	KTR1	KAFR0J01950
Kazachstania_africana	KXD1	KAFR0C02210
Kazachstania_africana	LAM4	KAFR0D04780
Kazachstania_africana	LAT1	KAFR0J00860
Kazachstania_africana	LCL2	KAFR0B02900
Kazachstania_africana	LCP5	KAFR0B02120
Kazachstania_africana	LEA1	KAFR0K00240
Kazachstania_africana	LEO1	KAFR0D05050
Kazachstania_africana	LEO1	KAFR0D05060
Kazachstania_africana	LEU9	KAFR0J02010
Kazachstania_africana	LHS1	KAFR0C04080
Kazachstania_africana	LIF1	KAFR0C02120
Kazachstania_africana	LIP1	KAFR0I02530
Kazachstania_africana	LIP1	KAFR0I02540
Kazachstania_africana	LNP1	KAFR0B06850
Kazachstania_africana	LOA1	KAFR0B06570
Kazachstania_africana	LRE1	KAFR0D00240
Kazachstania_africana	LRP1	KAFR0D04790
Kazachstania_africana	LRS4	KAFR0I00870
Kazachstania_africana	LSB3	KAFR0C04400
Kazachstania_africana	LSB5	KAFR0D00370
Kazachstania_africana	LSC2	KAFR0B04370
Kazachstania_africana	LSM3	KAFR0E04140
Kazachstania_africana	LSM4	KAFR0K01940
Kazachstania_africana	LSM8	KAFR0E01990
Kazachstania_africana	LSO2	KAFR0K00940
Kazachstania_africana	LST7	KAFR0F04000
Kazachstania_africana	LTE1	KAFR0D01180
Kazachstania_africana	LYS12	KAFR0J01360
Kazachstania_africana	LYS2	KAFR0D02630
Kazachstania_africana	LYS4	KAFR0E02730
Kazachstania_africana	LYS5	KAFR0B04660
Kazachstania_africana	MAC1	KAFR0A02150
Kazachstania_africana	MAD1	KAFR0C02150
Kazachstania_africana	MAG1	KAFR0B02290
Kazachstania_africana	MAK11	KAFR0C03830
Kazachstania_africana	MAS2	KAFR0E01760
Kazachstania_africana	MAY24	KAFR0G03730
Kazachstania_africana	MBF1	KAFR0D01470
Kazachstania_africana	MCH5	KAFR0D01550
Kazachstania_africana	MCM10	KAFR0H00190
Kazachstania_africana	MCM10	KAFR0H00200
Kazachstania_africana	MCM22	KAFR0E04360
Kazachstania_africana	MCM4	KAFR0C03110
Kazachstania_africana	MCT1	KAFR0G01830
Kazachstania_africana	MCY1	KAFR0A06580
Kazachstania_africana	MDH1	KAFR0C03960
Kazachstania_africana	MDM10	KAFR0K00780
Kazachstania_africana	MDM1	KAFR0A02740
Kazachstania_africana	MDM38	KAFR0D01390
Kazachstania_africana	MDR1	KAFR0K01630
Kazachstania_africana	MED8	KAFR0I00820
Kazachstania_africana	MEH1	KAFR0D03520
Kazachstania_africana	MET12	KAFR0H01590
Kazachstania_africana	MET32	KAFR0E02900
Kazachstania_africana	MET6	KAFR0K01750
Kazachstania_africana	MFB1	KAFR0E02570
Kazachstania_africana	MFB1	KAFR0E02580
Kazachstania_africana	MFG1	KAFR0F00200
Kazachstania_africana	MFG1	KAFR0F00210
Kazachstania_africana	MFT1	KAFR0I00410
Kazachstania_africana	MGE1	KAFR0A03720
Kazachstania_africana	MGL2	KAFR0B03200
Kazachstania_africana	MGR1	KAFR0D00290
Kazachstania_africana	MGR3	KAFR0A00520
Kazachstania_africana	MIA40	KAFR0I00540
Kazachstania_africana	MIC10	KAFR0D00170
Kazachstania_africana	MIC26	KAFR0B04290
Kazachstania_africana	MIC27	KAFR0D02010
Kazachstania_africana	MIG3	KAFR0I02390
Kazachstania_africana	MIH1	KAFR0A02310
Kazachstania_africana	MLC1	KAFR0G03500
Kazachstania_africana	MLF3	KAFR0J00830
Kazachstania_africana	MMS1	KAFR0A03130
Kazachstania_africana	MMS21	KAFR0H02900
Kazachstania_africana	MMS4	KAFR0G01680
Kazachstania_africana	MMT1	KAFR0A07060
Kazachstania_africana	MMT1	KAFR0A07070
Kazachstania_africana	MNL1	KAFR0B06965
Kazachstania_africana	MNL1	KAFR0B06970
Kazachstania_africana	MNN10	KAFR0E02830
Kazachstania_africana	MNN4	KAFR0E00320
Kazachstania_africana	MNN5	KAFR0F01640
Kazachstania_africana	MNN9	KAFR0H01390
Kazachstania_africana	MNR2	KAFR0F02050
Kazachstania_africana	MOB1	KAFR0H03470
Kazachstania_africana	MOG1	KAFR0K02570
Kazachstania_africana	MOT1	KAFR0I00770
Kazachstania_africana	MOT1	KAFR0I00780
Kazachstania_africana	MOT2	KAFR0L00960
Kazachstania_africana	MOT2	KAFR0L00970
Kazachstania_africana	MPC2	KAFR0E02190
Kazachstania_africana	MPC2	KAFR0E02200
Kazachstania_africana	MPC3	KAFR0B04360
Kazachstania_africana	MPM1	KAFR0A01680
Kazachstania_africana	MPP10	KAFR0J01210
Kazachstania_africana	MPT5	KAFR0C03030
Kazachstania_africana	MRC1	KAFR0D00130
Kazachstania_africana	MRC1	KAFR0D00140
Kazachstania_africana	MRF1	KAFR0B04760
Kazachstania_africana	MRH4	KAFR0K02330
Kazachstania_africana	MRP49	KAFR0G00470
Kazachstania_africana	MRPL13	KAFR0D03510
Kazachstania_africana	MRPL15	KAFR0I01350
Kazachstania_africana	MRPL31	KAFR0D02920
Kazachstania_africana	MRPL32	KAFR0I02340
Kazachstania_africana	MRPL37	KAFR0C04210
Kazachstania_africana	MRPL49	KAFR0A01410
Kazachstania_africana	MRPL4	KAFR0E04150
Kazachstania_africana	MRPL51	KAFR0D04180
Kazachstania_africana	MRPL7	KAFR0E02760
Kazachstania_africana	MRPL9	KAFR0E02070
Kazachstania_africana	MRPL9	KAFR0E02080
Kazachstania_africana	MRPS12	KAFR0C04670
Kazachstania_africana	MRPS17	KAFR0A07170
Kazachstania_africana	MRS2	KAFR0E02380
Kazachstania_africana	MRX11	KAFR0H01470
Kazachstania_africana	MRX9	KAFR0F02200
Kazachstania_africana	MRX9	KAFR0F02210
Kazachstania_africana	MSC2	KAFR0B06250
Kazachstania_africana	MSC7	KAFR0J00380
Kazachstania_africana	MSH5	KAFR0B00960
Kazachstania_africana	MSI1	KAFR0I00840
Kazachstania_africana	MSK1	KAFR0J00840
Kazachstania_africana	MSL5	KAFR0B03030
Kazachstania_africana	MSM1	KAFR0K00960
Kazachstania_africana	MSO1	KAFR0C04800
Kazachstania_africana	MST1	KAFR0I00550
Kazachstania_africana	MSW1	KAFR0H00540
Kazachstania_africana	MTC6	KAFR0E02110
Kazachstania_africana	MTF1	KAFR0B03390
Kazachstania_africana	MTF2	KAFR0F02100
Kazachstania_africana	MTF2	KAFR0F02110
Kazachstania_africana	MTQ1	KAFR0J00950
Kazachstania_africana	MTQ2	KAFR0B05680
Kazachstania_africana	MTR4	KAFR0A00860
Kazachstania_africana	MTW1	KAFR0E02430
Kazachstania_africana	MUD2	KAFR0C04070
Kazachstania_africana	MUK1	KAFR0E00950
Kazachstania_africana	MUM3	KAFR0D01460
Kazachstania_africana	MUP1	KAFR0A06250
Kazachstania_africana	MVB12	KAFR0B04040
Kazachstania_africana	MXR2	KAFR0D00380
Kazachstania_africana	MYO3	KAFR0D02990
Kazachstania_africana	MYO4	KAFR0D01140
Kazachstania_africana	NAM7	KAFR0A01950
Kazachstania_africana	NBP35	KAFR0C02100
Kazachstania_africana	NBP35	KAFR0C02110
Kazachstania_africana	NCE102	KAFR0G03690
Kazachstania_africana	NCE102	KAFR0G03700
Kazachstania_africana	NCP1	KAFR0J00410
Kazachstania_africana	NEO1	KAFR0I01860
Kazachstania_africana	NFS1	KAFR0I02210
Kazachstania_africana	NGG1	KAFR0B06050
Kazachstania_africana	NHP10	KAFR0F02510
Kazachstania_africana	NHP10	KAFR0F02520
Kazachstania_africana	NIP100	KAFR0B03130
Kazachstania_africana	NIP7	KAFR0K00260
Kazachstania_africana	NMD2	KAFR0D04740
Kazachstania_africana	NOB1	KAFR0H00430
Kazachstania_africana	NOP12	KAFR0D01260
Kazachstania_africana	NOP12	KAFR0D01270
Kazachstania_africana	NOP14	KAFR0B01000
Kazachstania_africana	NOP4	KAFR0H01450
Kazachstania_africana	NOP58	KAFR0D01580
Kazachstania_africana	NOP6	KAFR0F00390
Kazachstania_africana	NOP6	KAFR0F00400
Kazachstania_africana	NOP7	KAFR0K01660
Kazachstania_africana	NPL4	KAFR0I00600
Kazachstania_africana	NQM1	KAFR0F03930
Kazachstania_africana	NSA2	KAFR0B02110
Kazachstania_africana	NSI1	KAFR0E01200
Kazachstania_africana	NSL1	KAFR0F01180
Kazachstania_africana	NTA1	KAFR0D03650
Kazachstania_africana	NTA1	KAFR0D03660
Kazachstania_africana	NTC20	KAFR0I00780
Kazachstania_africana	NTF2	KAFR0L00550
Kazachstania_africana	NTG2	KAFR0D01240
Kazachstania_africana	NUM1	KAFR0B05770
Kazachstania_africana	NUP145	KAFR0C02090
Kazachstania_africana	NUP145	KAFR0C02100
Kazachstania_africana	NUP157	KAFR0K01880
Kazachstania_africana	NUP1	KAFR0J01940
