species	Gene_focal	Gene_ortho
Bos_taurus	PARD6B	PARD6B
Bos_taurus	PARG	PARG
Bos_taurus	PARL	ZNF318
Bos_taurus	PARM1	PARM1
Bos_taurus	PARN	PARN
Bos_taurus	PARP1	ENSBTAG00000047233
Bos_taurus	PARP1	PARP1
Bos_taurus	PARP12	PARP12
Bos_taurus	PARP9	PARP9
Bos_taurus	PARPBP	PARPBP
Bos_taurus	PASD1	ENSBTAG00000045798
Bos_taurus	PASK	PASK
Bos_taurus	PATL2	PATL2
Bos_taurus	PATZ1	PATZ1
Bos_taurus	PAWR	ENSBTAG00000043949
Bos_taurus	PAX2	PAX2
Bos_taurus	PAX4	PAX4
Bos_taurus	PAX5	PAX5
Bos_taurus	PAX7	PAX7
Bos_taurus	PAXIP1	ENSBTAG00000015077
Bos_taurus	PAXIP1	ENSBTAG00000046281
Bos_taurus	PBLD	PBLD
Bos_taurus	PC	PC
Bos_taurus	PCBD1	PCBD1
Bos_taurus	PCBP3	PCBP3
Bos_taurus	PCBP4	PCBP4
Bos_taurus	PCCA	PCCA
Bos_taurus	PCDH11X	ENSBTAG00000001911
Bos_taurus	PCDH12	PCDH12
Bos_taurus	PCDH7	PGAP2
Bos_taurus	PCDH7	RHOG
Bos_taurus	PCDHB1	ENSBTAG00000045858
Bos_taurus	PCDHB13	ENSBTAG00000045858
Bos_taurus	PCDHB4	ENSBTAG00000045858
Bos_taurus	PCDHB5	ENSBTAG00000045858
Bos_taurus	PCDHB8	ENSBTAG00000045858
Bos_taurus	PCGF2	PCGF2
Bos_taurus	PCGF5	PCGF5
Bos_taurus	PCGF6	PCGF6
Bos_taurus	PCID2	PCID2
Bos_taurus	PCNA	PCNA
Bos_taurus	PCNT	PCNT
Bos_taurus	PCNX2	PCNX2
Bos_taurus	PCNX3	PCNX3
Bos_taurus	PCNX4	PCNX4
Bos_taurus	PCSK1	PCSK1
Bos_taurus	PCSK1N	PCSK1N
Bos_taurus	PCSK5	PCSK5
Bos_taurus	PCYOX1L	PCYOX1L
Bos_taurus	PDAP1	PDAP1
Bos_taurus	PDCD1	PDCD1
Bos_taurus	PDCD11	CALHM2
Bos_taurus	PDCD11	PDCD11
Bos_taurus	PDCD5	PDCD5
Bos_taurus	PDCD6IP	PDCD6IP
Bos_taurus	PDCL2	PDCL2
Bos_taurus	PDE10A	ENSBTAG00000046733
Bos_taurus	PDE10A	PDE10A
Bos_taurus	PDE2A	PDE2A
Bos_taurus	PDE4A	PDE4A
Bos_taurus	PDE6A	PDE6A
Bos_taurus	PDE6C	PDE6C
Bos_taurus	PDE7A	PDE7A
Bos_taurus	PDE7B	PDE7B
Bos_taurus	PDE9A	ENSBTAG00000046859
Bos_taurus	PDE9A	PDE9A
Bos_taurus	PDGFRA	URAD
Bos_taurus	PDGFRB	URAD
Bos_taurus	PDHX	PDHX
Bos_taurus	PDIA2	PDIA2
Bos_taurus	PDIA5	PDIA5
Bos_taurus	PDIK1L	PDIK1L
Bos_taurus	PDILT	ACSM5
Bos_taurus	PDILT	PDILT
Bos_taurus	PDLIM3	ENSBTAG00000047857
Bos_taurus	PDLIM3	PDLIM3
Bos_taurus	PDP2	PDP2
Bos_taurus	PDRG1	PDRG1
Bos_taurus	PDS5A	PDS5A
Bos_taurus	PDZD3	PDZD3
Bos_taurus	PDZD4	ENSBTAG00000038379
Bos_taurus	PDZD4	PDZD4
Bos_taurus	PDZD7	ENSBTAG00000016928
Bos_taurus	PDZD7	ENSBTAG00000039834
Bos_taurus	PDZD8	PDZD8
Bos_taurus	PDZRN4	PDZRN3
Bos_taurus	PDZRN4	PPP4R2
Bos_taurus	PEBP4	PEBP4
Bos_taurus	PEBP4	RHOBTB2
Bos_taurus	PECAM1	PECAM1
Bos_taurus	PEG10	PEG10
Bos_taurus	PELI1	PELI1
Bos_taurus	PELI3	PELI3
Bos_taurus	PENK	PENK
Bos_taurus	PER2	ENSBTAG00000045685
Bos_taurus	PER2	PER2
Bos_taurus	PERP	PERP
Bos_taurus	PES1	PES1
Bos_taurus	PEX11A	PEX11A
Bos_taurus	PEX11G	PEX11G
Bos_taurus	PEX16	PEX16
Bos_taurus	PEX3	PEX3
Bos_taurus	PEX6	PEX6
Bos_taurus	PEX7	PEX7
Bos_taurus	PFDN4	PFDN4
Bos_taurus	PFDN6	PFDN6
Bos_taurus	PFKFB1	ALAS2
Bos_taurus	PFKFB3	RASGEF1B
Bos_taurus	PFKL	PFKL
Bos_taurus	PGAM1	PGAM1
Bos_taurus	PGAP3	PGAP3
Bos_taurus	PGC	PGC
Bos_taurus	PGF	PGF
Bos_taurus	PGGT1B	PGGT1B
Bos_taurus	PGLYRP4	S100A9
Bos_taurus	PGM2L1	ENSBTAG00000027610
Bos_taurus	PGM2L1	PGM2L1
Bos_taurus	PGM3	PGM3
Bos_taurus	PGM5	PGM5
Bos_taurus	PHF1	PHF1
Bos_taurus	PHF10	PHF10
Bos_taurus	PHF11	PHF11
Bos_taurus	PHF19	ENSBTAG00000016957
Bos_taurus	PHF19	PHF19
Bos_taurus	PHF2	ENSBTAG00000009073
Bos_taurus	PHF2	PHF2
Bos_taurus	PHF20	PHF20
Bos_taurus	PHF21A	PHF21A
Bos_taurus	PHF23	PHF23
Bos_taurus	PHF5A	PHF5A
Bos_taurus	PHF6	PHF6
Bos_taurus	PHF8	ENSBTAG00000005098
Bos_taurus	PHF8	PHF8
Bos_taurus	PHIP	PHIP
Bos_taurus	PHKG1	PHKG1
Bos_taurus	PHLDA1	PHLDA1
Bos_taurus	PHLDB1	PHLDB1
Bos_taurus	PHLDB2	PHLDB2
Bos_taurus	PHOX2A	PHOX2A
Bos_taurus	PHOX2B	PHOX2B
Bos_taurus	PHYHIP	PHYHIP
Bos_taurus	PHYKPL	PHYKPL
Bos_taurus	PI15	FITM2
Bos_taurus	PI15	PI15
Bos_taurus	PI16	PI16
Bos_taurus	PI4K2A	PI4K2A
Bos_taurus	PIBF1	KLF5
Bos_taurus	PIBF1	PIBF1
Bos_taurus	PICK1	PICK1
Bos_taurus	PIEZO1	PIEZO1
Bos_taurus	PIGF	PIGF
Bos_taurus	PIGO	PIGO
Bos_taurus	PIGP	PIGP
Bos_taurus	PIGS	PIGS
Bos_taurus	PIH1D1	PIH1D1
Bos_taurus	PIH1D2	PIH1D2
Bos_taurus	PIK3AP1	PIK3AP1
Bos_taurus	PIK3IP1	PIK3IP1
Bos_taurus	PIK3R6	PIK3R6
Bos_taurus	PIKFYVE	PIKFYVE
Bos_taurus	PIM1	ENSBTAG00000045936
Bos_taurus	PIM1	PIM1
Bos_taurus	PIM2	PIM2
Bos_taurus	PIM3	PIM3
Bos_taurus	PIP4K2B	PIP4K2B
Bos_taurus	PIP5KL1	PIP5KL1
Bos_taurus	PISD	PISD
Bos_taurus	PITPNA	PITPNA
Bos_taurus	PITPNB	PITPNB
Bos_taurus	PITPNM1	PITPNM1
Bos_taurus	PITX1	PITX1
Bos_taurus	PITX3	PITX3
Bos_taurus	PIWIL2	PIWIL2
Bos_taurus	PJA2	PJA2
Bos_taurus	PKD1	PKD1
Bos_taurus	PKD2L1	ENSBTAG00000047957
Bos_taurus	PKD2L1	PKD2L1
Bos_taurus	PKHD1	PKHD1
Bos_taurus	PKIG	PKIG
Bos_taurus	PKM	PKM
Bos_taurus	PKNOX1	PKNOX1
Bos_taurus	PKNOX2	PKNOX2
Bos_taurus	PLA2G12B	PLA2G12B
Bos_taurus	PLA2G15	PLA2G15
Bos_taurus	PLA2G1B	ENSBTAG00000026732
Bos_taurus	PLA2G1B	ENSBTAG00000047084
Bos_taurus	PLA2G3	PLA2G3
Bos_taurus	PLA2G4E	PLA2G4E
Bos_taurus	PLA2G4E	SPTBN5
Bos_taurus	PLA2G6	PLA2G6
Bos_taurus	PLA2G7	PLA2G7
Bos_taurus	PLAA	LRRC19
Bos_taurus	PLAA	PLAA
Bos_taurus	PLAC8	PLAC8
Bos_taurus	PLAC8L1	PLAC8L1
Bos_taurus	PLAG1	CHCHD7
Bos_taurus	PLAG1	PLAG1
Bos_taurus	PLAGL1	PLAGL1
Bos_taurus	PLAGL2	PLAGL2
Bos_taurus	PLAT	PLAT
Bos_taurus	PLAUR	ENSBTAG00000023439
Bos_taurus	PLAUR	PLAUR
Bos_taurus	PLCB3	PLCB3
Bos_taurus	PLCD1	PLCD1
Bos_taurus	PLCD3	PLCD3
Bos_taurus	PLCD3	RPP38
Bos_taurus	PLCE1	PLCE1
Bos_taurus	PLCG1	PLCG1
Bos_taurus	PLCL1	PLCL1
Bos_taurus	PLCL1	PLCL2
Bos_taurus	PLCL1	TBC1D5
Bos_taurus	PLCL2	PLCL2
Bos_taurus	PLCXD2	PLCXD2
Bos_taurus	PLD4	PLD4
Bos_taurus	PLEK	PLEK
Bos_taurus	PLEK2	PLEK2
Bos_taurus	PLEKHA2	BTBD16
Bos_taurus	PLEKHA2	PLEKHA1
Bos_taurus	PLEKHA2	PLEKHA2
Bos_taurus	PLEKHA4	PLEKHA4
Bos_taurus	PLEKHA6	PLEKHA6
Bos_taurus	PLEKHB1	PLEKHB1
Bos_taurus	PLEKHD1	PLEKHD1
Bos_taurus	PLEKHG1	ENSBTAG00000048114
Bos_taurus	PLEKHG1	PLEKHG1
Bos_taurus	PLEKHG2	PLEKHG2
Bos_taurus	PLEKHG3	PLEKHG3
Bos_taurus	PLEKHG4	PLEKHG4
Bos_taurus	PLEKHG7	PLEKHG7
Bos_taurus	PLEKHH3	PLEKHH3
Bos_taurus	PLEKHM3	ENSBTAG00000014094
Bos_taurus	PLEKHM3	PLEKHM3
Bos_taurus	PLEKHS1	PLEKHS1
Bos_taurus	PLIN1	PLIN1
Bos_taurus	PLIN4	PLIN4
Bos_taurus	PLLP	PLLP
Bos_taurus	PLPBP	PLPBP
Bos_taurus	PLPP4	PLPP4
Bos_taurus	PLPP7	PLPP7
Bos_taurus	PLPPR1	PLPPR1
Bos_taurus	PLPPR2	PLPPR2
Bos_taurus	PLSCR4	PLSCR1
Bos_taurus	PLSCR4	PLSCR4
Bos_taurus	PLSCR5	ZIC4
Bos_taurus	PLTP	PLTP
Bos_taurus	PLXDC1	CACNB1
Bos_taurus	PLXDC1	PLXDC1
Bos_taurus	PLXDC2	PLXDC2
Bos_taurus	PLXNA4	ENSBTAG00000038448
Bos_taurus	PLXNA4	PLXNA4
Bos_taurus	PLXNB2	PLXNB2
Bos_taurus	PLXNB3	PLXNB3
Bos_taurus	PM20D1	PM20D1
Bos_taurus	PMCH	PMCH
Bos_taurus	PMIS2	ENSBTAG00000045598
Bos_taurus	PMIS2	ENSBTAG00000047277
Bos_taurus	PMM1	PMM1
Bos_taurus	PMM2	PMM2
Bos_taurus	PMPCA	PMPCA
Bos_taurus	PMS2	PMS2
Bos_taurus	PNCK	EFCAB5
Bos_taurus	PNCK	NSRP1
Bos_taurus	PNCK	PNCK
Bos_taurus	PNKD	PNKD
Bos_taurus	PNKP	PNKP
Bos_taurus	PNLDC1	PNLDC1
Bos_taurus	PNLIPRP3	PNLIPRP3
Bos_taurus	PNMA1	PNMA1
Bos_taurus	PNMA2	PNMA2
Bos_taurus	PNMT	PNMT
Bos_taurus	PNN	ENSBTAG00000045986
Bos_taurus	PNN	PNN
Bos_taurus	PNPLA1	PNPLA1
Bos_taurus	PNPT1	PNPT1
Bos_taurus	POC5	POC5
Bos_taurus	POFUT1	POFUT1
Bos_taurus	POGLUT1	POGLUT1
Bos_taurus	POLA2	ENSBTAG00000010233
Bos_taurus	POLA2	POLA2
Bos_taurus	POLB	POLB
Bos_taurus	POLDIP2	POLDIP2
Bos_taurus	POLE2	POLE2
Bos_taurus	POLE3	POLE3
Bos_taurus	POLG2	POLG2
Bos_taurus	POLH	POLH
Bos_taurus	POLI	POLI
Bos_taurus	POLK	POLK
Bos_taurus	POLQ	POLQ
Bos_taurus	POLR1E	POLR1E
Bos_taurus	POLR2B	POLR2B
Bos_taurus	POLR2C	POLR2C
Bos_taurus	POLR2F	POLR2F
Bos_taurus	POLR2G	POLR2G
Bos_taurus	POLR3A	POLR3A
Bos_taurus	POLR3B	POLR3B
Bos_taurus	POLR3D	POLR3D
Bos_taurus	POLR3F	POLR3F
Bos_taurus	POLR3G	POLR3G
Bos_taurus	POLR3H	POLR3H
Bos_taurus	POLRMT	POLRMT
Bos_taurus	POMK	POMK
Bos_taurus	POMT1	POMT1
Bos_taurus	POMT2	POMT2
Bos_taurus	PON1	PON1
Bos_taurus	POP5	POP5
Bos_taurus	POPDC2	POPDC2
Bos_taurus	POR	POR
Bos_taurus	PORCN	PORCN
Bos_taurus	POU1F1	POU1F1
Bos_taurus	POU2F3	POU2F3
Bos_taurus	POU4F2	ENSBTAG00000036310
Bos_taurus	POU4F2	POU4F2
Bos_taurus	PP2D1	HSPB9
Bos_taurus	PP2D1	PP2D1
Bos_taurus	PPARD	PPARD
Bos_taurus	PPARGC1B	PPARGC1B
Bos_taurus	PPAT	PPAT
Bos_taurus	PPBP	CXCL2
Bos_taurus	PPBP	ENSBTAG00000024080
Bos_taurus	PPBP	PPBP
Bos_taurus	PPDPFL	PPDPFL
Bos_taurus	PPEF2	PPEF2
Bos_taurus	PPFIA1	ENSBTAG00000008477
Bos_taurus	PPFIA1	PPFIA1
Bos_taurus	PPFIA2	PPFIA2
Bos_taurus	PPFIA2	TMA7
Bos_taurus	PPIF	PPIF
Bos_taurus	PPIL1	PPIL1
Bos_taurus	PPIL3	PPIL3
Bos_taurus	PPIL4	PPIL4
Bos_taurus	PPIP5K2	PPIP5K2
Bos_taurus	PPL	PPL
Bos_taurus	PPM1A	PPM1A
Bos_taurus	PPM1B	PPM1B
Bos_taurus	PPM1E	ENSBTAG00000046283
Bos_taurus	PPM1E	PPM1E
Bos_taurus	PPM1N	PPM1N
Bos_taurus	PPP1CA	PPP1CA
Bos_taurus	PPP1CA	RAD9A
Bos_taurus	PPP1R13B	PPP1R13B
Bos_taurus	PPP1R13L	PPP1R13L
Bos_taurus	PPP1R14B	ENSBTAG00000047265
Bos_taurus	PPP1R14C	ENSBTAG00000039875
Bos_taurus	PPP1R14C	PPP1R14C
Bos_taurus	PPP1R14D	PPP1R14D
Bos_taurus	PPP1R15A	PPP1R15A
Bos_taurus	PPP1R15B	PPP1R15B
Bos_taurus	PPP1R16B	PPP1R16B
Bos_taurus	PPP1R1B	PPP1R1B
Bos_taurus	PPP1R21	PPP1R21
Bos_taurus	PPP1R3B	PPP1R3B
Bos_taurus	PPP1R3C	PPP1R3C
Bos_taurus	PPP1R9A	PON1
Bos_taurus	PPP1R9A	PPP1R9A
Bos_taurus	PPP2CB	PPP2CB
Bos_taurus	PPP2R2A	PPP2R2A
Bos_taurus	PPP2R2B	PPP2R2B
Bos_taurus	PPP2R5B	PPP2R5B
Bos_taurus	PPP2R5C	PPP2R5C
Bos_taurus	PPP2R5D	PPP2R5D
Bos_taurus	PPP3CB	ENSBTAG00000046024
Bos_taurus	PPP3CB	PPP3CB
Bos_taurus	PPP3CC	PPP3CC
Bos_taurus	PPP3R1	PPP3R1
Bos_taurus	PPP4R3B	PPP4R3B
Bos_taurus	PPP5C	PPP5C
Bos_taurus	PPP6C	PPP6C
Bos_taurus	PPP6R2	PPP6R2
Bos_taurus	PPP6R3	PPP6R3
Bos_taurus	PPRC1	PPRC1
Bos_taurus	PPTC7	PPTC7
Bos_taurus	PPY	PPY
Bos_taurus	PQBP1	PQBP1
Bos_taurus	PQLC2	PQLC2
Bos_taurus	PRAM1	PRAM1
Bos_taurus	PRDM10	ENSBTAG00000016502
Bos_taurus	PRDM10	PRDM10
Bos_taurus	PRDM11	ENSBTAG00000006443
Bos_taurus	PRDM11	ENSBTAG00000031210
Bos_taurus	PRDM12	PRDM12
Bos_taurus	PRDM4	PRDM4
Bos_taurus	PRDM8	PRDM8
Bos_taurus	PRDX3	PRDX3
Bos_taurus	PRDX5	PRDX5
Bos_taurus	PRELID2	PRELID2
Bos_taurus	PRELID3A	PRELID3A
Bos_taurus	PREPL	PREPL
Bos_taurus	PREX1	PREX1
Bos_taurus	PREX2	PREX2
Bos_taurus	PRF1	PRF1
Bos_taurus	PRG3	PRG3
Bos_taurus	PRG4	PRG4
Bos_taurus	PRICKLE3	PRICKLE3
Bos_taurus	PRIMPOL	PRIMPOL
Bos_taurus	PRKAG2	ENSBTAG00000046461
Bos_taurus	PRKAG2	PRKAG2
Bos_taurus	PRKAG3	PRKAG3
Bos_taurus	PRKAR2B	PRKAR2B
Bos_taurus	PRKCA	PRKCA
Bos_taurus	PRKCE	ENSBTAG00000032651
Bos_taurus	PRKCE	PRKCE
Bos_taurus	PRKCH	ENSBTAG00000047000
Bos_taurus	PRKCSH	PRKCSH
Bos_taurus	PRKD2	PRKD2
Bos_taurus	PRKD3	PRKD3
Bos_taurus	PRKG2	PRKG2
Bos_taurus	PRLH	PRLH
Bos_taurus	PRLHR	PRLHR
Bos_taurus	PROB1	PROB1
Bos_taurus	PROCA1	PROCA1
Bos_taurus	PROKR2	PROKR2
Bos_taurus	PROM2	ENSBTAG00000047503
Bos_taurus	PROM2	PROM2
Bos_taurus	PROS1	NSUN3
Bos_taurus	PROS1	PROS1
Bos_taurus	PROS1	STX19
Bos_taurus	PROX2	PROX2
Bos_taurus	PRPF39	PRPF39
Bos_taurus	PRPF4	PRPF4
Bos_taurus	PRPF8	PRPF8
Bos_taurus	PRPH2	PRPH2
Bos_taurus	PRR12	PRR12
Bos_taurus	PRR14L	PRR14L
Bos_taurus	PRR15	CHRNA1
Bos_taurus	PRR36	ENSBTAG00000044018
Bos_taurus	PRR5L	PRR5L
Bos_taurus	PRR7	PRR7
Bos_taurus	PRRC1	PRRC1
Bos_taurus	PRRC2B	PRRC2B
Bos_taurus	PRRG4	PRRG4
Bos_taurus	PRRT4	ENSBTAG00000031866
Bos_taurus	PRRT4	PRRT4
Bos_taurus	PRRX1	PRRX1
Bos_taurus	PRSS54	PRSS54
Bos_taurus	PRSS57	PRSS57
Bos_taurus	PRSS8	AP3M2
Bos_taurus	PRUNE2	PRUNE2
Bos_taurus	PRX	PRX
Bos_taurus	PSAP	PSAP
Bos_taurus	PSAT1	ENSBTAG00000024233
Bos_taurus	PSAT1	PSAT1
Bos_taurus	PSD	ENSBTAG00000003580
Bos_taurus	PSD2	PSD2
Bos_taurus	PSEN1	PSEN1
Bos_taurus	PSEN2	PSEN2
Bos_taurus	PSMA3	PSMA3
Bos_taurus	PSMB1	ENSBTAG00000007686
Bos_taurus	PSMB1	PSMB1
Bos_taurus	PSMB3	PSMB3
Bos_taurus	PSMB3	SPAG6
Bos_taurus	PSMB7	PSMB7
Bos_taurus	PSMC1	PSMC1
Bos_taurus	PSMC2	PSMC2
Bos_taurus	PSMC3	PSMC3
Bos_taurus	PSMC3IP	PSMC3IP
Bos_taurus	PSMC5	PSMC5
Bos_taurus	PSMD1	PSMD1
Bos_taurus	PSMD10	PSMD10
Bos_taurus	PSMD14	PSMD14
Bos_taurus	PSMD3	PSMD3
Bos_taurus	PSMD8	PSMD8
Bos_taurus	PSME2	PSME2
Bos_taurus	PSME3	AOC2
Bos_taurus	PSME3	PSME3
Bos_taurus	PSME4	ENSBTAG00000024019
Bos_taurus	PSME4	PSME4
Bos_taurus	PSTK	PSTK
Bos_taurus	PSTPIP1	PSTPIP1
Bos_taurus	PSTPIP2	PSTPIP2
Bos_taurus	PTBP3	ENSBTAG00000038335
Bos_taurus	PTBP3	PTBP3
Bos_taurus	PTCHD4	PTCHD4
Bos_taurus	PTER	PTER
Bos_taurus	PTF1A	PTF1A
Bos_taurus	PTGER3	PTGER3
Bos_taurus	PTGES	PTGES
Bos_taurus	PTGES2	PTGES2
Bos_taurus	PTGIR	PTGIR
Bos_taurus	PTGIS	PTGIS
Bos_taurus	PTH2R	ENSBTAG00000046940
Bos_taurus	PTH2R	PTH2R
Bos_taurus	PTK2B	PTK2B
Bos_taurus	PTMA	ENSBTAG00000002549
Bos_taurus	PTN	PTN
Bos_taurus	PTPA	PTPA
Bos_taurus	PTPN13	ENSBTAG00000045839
Bos_taurus	PTPN13	PTPN13
Bos_taurus	PTPN21	PTPN21
Bos_taurus	PTPN3	PTPN3
Bos_taurus	PTPN4	PTPN4
Bos_taurus	PTPN7	ENSBTAG00000047073
Bos_taurus	PTPN7	PTPN7
Bos_taurus	PTPRC	ENSBTAG00000046345
Bos_taurus	PTPRC	PTPRC
Bos_taurus	PTPRE	PTPRE
Bos_taurus	PTPRJ	ENSBTAG00000005914
Bos_taurus	PTPRJ	ENSBTAG00000024715
Bos_taurus	PTPRK	PTPRK
Bos_taurus	PTPRM	PTPRM
Bos_taurus	PTPRN	PTPRN
Bos_taurus	PTPRQ	PTPRQ
Bos_taurus	PTPRT	ENSBTAG00000046673
Bos_taurus	PTPRT	PTPRT
Bos_taurus	PTPRZ1	PTPRZ1
Bos_taurus	PTRH1	ENSBTAG00000023823
Bos_taurus	PTRH2	PTRH2
Bos_taurus	PTS	PTS
Bos_taurus	PTTG1	PTTG1
Bos_taurus	PTX4	PTX4
Bos_taurus	PURA	PURA
Bos_taurus	PURG	PURG
Bos_taurus	PUS7	PUS7
Bos_taurus	PVALB	ENSBTAG00000008137
Bos_taurus	PVALB	PVALB
Bos_taurus	PWWP2A	PWWP2A
Bos_taurus	PXMP4	ASAP3
Bos_taurus	PXMP4	TCEA3
Bos_taurus	PXN	PXN
Bos_taurus	PYGM	PYGM
Bos_taurus	PYROXD2	ENSBTAG00000046848
Bos_taurus	PYROXD2	PYROXD2
Bos_taurus	PYY	PYY
Bos_taurus	PYY	PYY2
Bos_taurus	QKI	ENSBTAG00000037598
Bos_taurus	QKI	QKI
Bos_taurus	QPCT	QPCT
Bos_taurus	QRFP	QRFP
Bos_taurus	QSER1	QSER1
Bos_taurus	QSOX1	QSOX1
Bos_taurus	QTRT1	QTRT1
Bos_taurus	QTRT2	QTRT2
Bos_taurus	R3HCC1	R3HCC1
Bos_taurus	R3HCC1L	R3HCC1L
Bos_taurus	R3HDM4	R3HDM4
Bos_taurus	R3HDML	R3HDML
Bos_taurus	RAB11A	RAB11A
Bos_taurus	RAB11B	RAB11B
Bos_taurus	RAB11FIP2	RAB11FIP2
Bos_taurus	RAB11FIP3	RAB11FIP3
Bos_taurus	RAB12	RAB12
Bos_taurus	RAB14	RAB14
Bos_taurus	RAB17	RAB17
Bos_taurus	RAB19	RAB19
Bos_taurus	RAB1A	RAB1A
Bos_taurus	RAB20	RAB20
Bos_taurus	RAB26	RAB26
Bos_taurus	RAB29	RAB29
Bos_taurus	RAB2A	RAB2A
Bos_taurus	RAB2B	CA8
Bos_taurus	RAB2B	RAB2A
Bos_taurus	RAB31	RAB31
Bos_taurus	RAB32	RAB32
Bos_taurus	RAB33A	RAB33A
Bos_taurus	RAB34	RAB34
Bos_taurus	RAB39A	RAB39A
Bos_taurus	RAB3GAP2	RAB3GAP2
Bos_taurus	RAB3IL1	RAB3IL1
Bos_taurus	RAB6A	RAB6A
Bos_taurus	RABEPK	RABEPK
Bos_taurus	RABGAP1	RABGAP1
Bos_taurus	RABL3	RABL3
Bos_taurus	RAC2	RAC2
Bos_taurus	RAD18	FAM72A
Bos_taurus	RAD23B	RAD23B
Bos_taurus	RAD51B	RAD51B
Bos_taurus	RAD52	ENSBTAG00000024477
Bos_taurus	RAD52	RAD52
Bos_taurus	RAET1E	ENSBTAG00000038891
Bos_taurus	RAET1E	RAET1G
Bos_taurus	RAET1G	ENSBTAG00000023970
Bos_taurus	RAET1G	ULBP11
Bos_taurus	RAG2	RAG2
Bos_taurus	RALB	RALB
Bos_taurus	RALBP1	RALBP1
Bos_taurus	RALGAPA2	RALGAPA2
Bos_taurus	RALGAPB	RALGAPB
Bos_taurus	RALGPS1	RALGPS1
Bos_taurus	RALGPS2	RALGPS2
Bos_taurus	RAMP1	ENSBTAG00000045970
Bos_taurus	RAMP1	RAMP1
Bos_taurus	RAMP2	RAMP2
Bos_taurus	RANBP1	ENSBTAG00000046005
Bos_taurus	RANBP1	RANBP1
Bos_taurus	RANBP10	RANBP10
Bos_taurus	RANGAP1	RANGAP1
Bos_taurus	RAP1GAP2	RAP1GAP2
Bos_taurus	RAP2A	RAP2A
Bos_taurus	RAP2C	RAP2C
Bos_taurus	RAPGEFL1	RAPGEFL1
Bos_taurus	RAPH1	RAPH1
Bos_taurus	RARRES1	GFM1
Bos_taurus	RARS	RARS
Bos_taurus	RASA1	RASA1
Bos_taurus	RASD2	RASD2
Bos_taurus	RASGEF1B	RASGEF1B
Bos_taurus	RASGRF1	RASGRF1
Bos_taurus	RASGRF2	RASGRF2
Bos_taurus	RASGRP2	RASGRP2
Bos_taurus	RASGRP3	RASGRP3
Bos_taurus	RASGRP4	RASGRP4
Bos_taurus	RASIP1	RASIP1
Bos_taurus	RASL10A	RASL10A
Bos_taurus	RASL12	RASL12
Bos_taurus	RASSF2	RASSF2
Bos_taurus	RASSF6	RASSF6
Bos_taurus	RAX	RAX
Bos_taurus	RB1	ENSBTAG00000003560
Bos_taurus	RB1	RB1
Bos_taurus	RBBP5	RBBP5
Bos_taurus	RBBP6	RBBP6
Bos_taurus	RBBP8NL	RBBP8
Bos_taurus	RBBP9	RBBP9
Bos_taurus	RBM10	RBM10
Bos_taurus	RBM18	MRRF
Bos_taurus	RBM18	RBM18
Bos_taurus	RBM20	ENSBTAG00000047270
Bos_taurus	RBM20	RBM20
Bos_taurus	RBM22	RBM22
Bos_taurus	RBM25	RBM25
Bos_taurus	RBM26	RBM26
Bos_taurus	RBM28	RBM28
Bos_taurus	RBM33	RBM33
Bos_taurus	RBM39	RBM39
Bos_taurus	RBM44	RBM44
Bos_taurus	RBM47	RBM47
Bos_taurus	RBMX	ENSBTAG00000022373
Bos_taurus	RBMX	RBMX
Bos_taurus	RBPJ	RBPJ
Bos_taurus	RBX1	RBX1
Bos_taurus	RCAN2	RCAN2
Bos_taurus	RCBTB1	RCBTB1
Bos_taurus	RCBTB2	RCBTB2
Bos_taurus	RCE1	RCE1
Bos_taurus	RCHY1	RCHY1
Bos_taurus	RCN2	RCN2
Bos_taurus	RCN3	RCN3
Bos_taurus	RCOR1	RCOR1
Bos_taurus	RCVRN	RCVRN
Bos_taurus	RDH10	ENSBTAG00000047607
Bos_taurus	RDH10	RDH10
Bos_taurus	REC8	REC8
Bos_taurus	REEP2	NRBF2
Bos_taurus	REEP2	REEP2
Bos_taurus	REEP3	REEP3
Bos_taurus	REEP4	REEP4
Bos_taurus	RELA	RELA
Bos_taurus	RELB	RELB
Bos_taurus	RELL1	RELL1
Bos_taurus	RELN	ENSBTAG00000046817
Bos_taurus	RELN	RELN
Bos_taurus	RELT	RELT
Bos_taurus	REM1	REM1
Bos_taurus	REN	REN
Bos_taurus	RENBP	RENBP
Bos_taurus	REPS1	REPS1
Bos_taurus	REPS2	SYNC
Bos_taurus	RESP18	RESP18
Bos_taurus	RET	RET
Bos_taurus	RETREG2	RETREG2
Bos_taurus	REV1	REV1
Bos_taurus	REXO1	REXO1
Bos_taurus	REXO4	REXO4
Bos_taurus	RFC1	ENSBTAG00000014515
Bos_taurus	RFK	RFK
Bos_taurus	RFTN1	ENSBTAG00000030593
Bos_taurus	RFX4	RFX4
Bos_taurus	RFX8	RFX8
Bos_taurus	RGCC	RGCC
Bos_taurus	RGL3	RGL3
Bos_taurus	RGMB	RGMB
Bos_taurus	RGN	RGN
Bos_taurus	RGP1	RGP1
Bos_taurus	RGR	RGR
Bos_taurus	RGS10	RGS10
Bos_taurus	RGS14	RGS14
Bos_taurus	RGS16	RGS16
Bos_taurus	RGS20	RGS20
Bos_taurus	RGS9BP	RGS9BP
Bos_taurus	RGSL1	ENSBTAG00000000772
Bos_taurus	RGSL1	RGSL1
Bos_taurus	RHAG	CRISP2
