"species","Gene_focal","Gene_ortho","len_focal","len_ortho","GC_focal","GC_ortho","Same_Cluster","div","diso_focal","diso_ortho","disoPCT_focal","disoPCT_ortho","Hpct_focal","Hpct_ortho","Epct_focal","Epct_ortho","Cpct_focal","Cpct_ortho","Mpct_focal","Mpct_ortho","Epct.1_focal","Epct.1_ortho","Bpct_focal","Bpct_ortho","lc_ortho","lc_focal","tm_focal","tm_ortho"
"Lepisosteus_oculatus","DYNAP","wdr91",633,2235,43.286,55.123,"Same_ortho_clusterFalse",435,66,205,31,27,18,22,10,22,71,55,18,17,56,45,24,37,1.9,19,10.4265402843602,0
"Meleagris_gallopavo","EFCAB10","ENSMGAG00000006768",450,1245,42.889,44.498,"Same_ortho_clusterFalse",312,5,298,3,71,62,6,4,8,34,84,22,5,45,65,32,29,35.7,0,0,0
"Lepisosteus_oculatus","EQTN","ENSLOCG00000003194",885,3153,37.966,47.447,"Same_ortho_clusterFalse",435,198,261,67,24,15,27,13,12,70,60,10,16,65,53,23,29,4.7,9.8,8.13559322033898,0
"Danio_rerio","ERICH5","si:dkey-284p5.3",171,336,54.971,51.786,"Same_ortho_clusterFalse",435,57,112,100,100,0,0,0,2,100,97,0,0,100,95,0,4,24.1,29.8,0,0
"Taeniopygia_guttata","ERVMER34-1","RPL21",1692,483,43.676,46.584,"Same_ortho_clusterFalse",312,76,14,13,8,29,12,14,32,56,54,23,20,41,52,34,26,8.1,7.8,3.36879432624113,0
"Lepisosteus_oculatus","FAM153C","ENSLOCG00000001287",528,1056,52.273,73.958,"Same_ortho_clusterFalse",435,51,10,28,2,25,56,19,2,55,40,19,21,53,40,26,37,12.5,0,0,0
"Gallus_gallus","FAM216B","ENSGALG00000045967",420,636,47.619,46.698,"Same_ortho_clusterFalse",312,57,33,40,15,49,41,5,14,45,44,15,24,62,40,21,35,9.9,7.9,0,0
"Gallus_gallus","FAM47A","ENSGALG00000045937",2337,1386,54.985,61.472,"Same_ortho_clusterFalse",312,345,35,44,7,25,67,2,1,71,30,14,22,67,34,17,43,9.7,7.7,0,0
"Gallus_gallus","FAM47A","ENSGALG00000046613",2337,1386,54.985,61.833,"Same_ortho_clusterFalse",312,345,36,44,7,25,65,2,1,71,33,14,20,67,35,17,43,9.3,7.7,0,0
"Meleagris_gallopavo","FAM47A","ENSMGAG00000014635",2337,570,54.985,42.632,"Same_ortho_clusterFalse",312,345,5,44,2,25,60,2,5,71,34,14,23,67,36,17,39,0,7.7,0,0
"Lepisosteus_oculatus","FAM71D","ENSLOCG00000014143",1269,1800,45.311,45.944,"Same_ortho_clusterFalse",435,94,9,22,1,12,43,21,11,65,45,17,20,52,43,30,35,0,12.5,0,0
"Lepisosteus_oculatus","FAM71D","ENSLOCG00000014147",1269,1344,45.311,39.955,"Same_ortho_clusterFalse",435,94,19,22,4,12,56,21,9,65,33,17,26,52,34,30,38,0,12.5,0,0
"Lepisosteus_oculatus","FAM90A1","ENSLOCG00000003238",1395,2772,60.645,64.971,"Same_ortho_clusterFalse",435,408,321,87,34,1,16,5,8,93,75,4,16,76,61,18,22,6.4,9.7,0,0
"Lepisosteus_oculatus","FAM90A1","ENSLOCG00000003249",1395,1116,60.645,58.602,"Same_ortho_clusterFalse",435,408,8,87,2,1,16,5,28,93,54,4,25,76,36,18,38,0,9.7,0,0
"Latimeria_chalumnae","FMR1NB","ENSLACG00000008183",768,1344,48.307,40.476,"Same_ortho_clusterFalse",413,81,256,31,57,40,18,7,3,51,78,17,8,58,71,23,19,16.5,16,16.015625,0
"Canis_familiaris","FOXL2NB","ENSCAFG00000030488",528,732,64.773,79.235,"Same_ortho_clusterFalse",96,125,204,71,83,18,14,7,5,74,79,9,7,68,76,22,15,57.8,0,0,0
"Gallus_gallus","GAST","ENSGALG00000027219",306,318,60.458,69.497,"Same_ortho_clusterFalse",312,85,62,41,58,34,50,0,0,65,50,10,13,63,57,26,29,0,11.8,0,0
"Meleagris_gallopavo","GEMIN8","ENSMGAG00000006743",531,558,50.094,41.039,"Same_ortho_clusterFalse",312,78,10,44,5,38,22,0,24,61,53,16,22,67,39,15,38,0,6.8,0,8.60215053763441
"Meleagris_gallopavo","GEMIN8","ENSMGAG00000009524",531,405,50.094,49.383,"Same_ortho_clusterFalse",312,78,3,44,2,38,0,0,45,61,54,16,28,67,40,15,31,10.4,6.8,0,0
"Meleagris_gallopavo","GEMIN8","SHROOM3",729,5388,53.086,52.561,"Same_ortho_clusterFalse",312,59,1027,24,57,39,20,0,7,60,72,20,11,62,64,16,24,7,4.9,0,0
"Canis_familiaris","GVQW2","FAM133B",327,732,55.963,37.842,"Same_ortho_clusterFalse",96,32,182,29,74,0,31,22,0,77,67,14,4,66,90,18,5,64.3,0,0,0
"Latimeria_chalumnae","HMGN3","WRB",393,549,46.565,43.716,"Same_ortho_clusterFalse",413,131,47,100,25,0,75,16,0,83,24,0,14,93,58,5,27,6.6,22.1,0,36.0655737704918
"Felis_catus","HYPM","ENSFCAG00000035933",354,552,48.588,37.319,"Same_ortho_clusterFalse",96,93,60,78,32,40,75,0,0,59,25,8,15,72,62,18,21,26.1,33.9,0,61.4130434782609
"Felis_catus","HYPM","ENSFCAG00000039492",354,210,48.588,34.762,"Same_ortho_clusterFalse",96,93,2,78,2,40,82,0,0,59,17,8,15,72,74,18,10,27.1,33.9,0,61.4285714285714
"Meleagris_gallopavo","IL13","ENSMGAG00000009008",435,420,53.793,59.524,"Same_ortho_clusterFalse",312,29,40,20,28,48,62,8,4,43,33,17,19,35,46,46,34,10.7,0,0,0
"Taeniopygia_guttata","IL13","ENSTGUG00000001384",435,414,53.793,58.213,"Same_ortho_clusterFalse",312,29,34,20,24,48,52,8,4,43,42,17,19,35,45,46,34,10.1,0,0,0
"Gallus_gallus","IL18BP","ENSGALG00000017493",600,1149,61,67.798,"Same_ortho_clusterFalse",312,70,225,35,58,15,6,19,17,65,75,17,12,49,59,34,28,15.4,9,0,0
"Taeniopygia_guttata","IL2","ENSTGUG00000001994",462,444,38.528,38.063,"Same_ortho_clusterFalse",312,33,59,21,39,53,61,9,0,37,38,23,16,42,56,34,27,5.4,18.8,0,0
"Meleagris_gallopavo","IL5","ENSMGAG00000008970",405,405,42.716,41.235,"Same_ortho_clusterTrue",312,17,23,12,17,46,67,8,4,45,28,21,17,44,51,34,31,11.1,8.9,0,0
"Meleagris_gallopavo","IL7","ENSMGAG00000011608",402,432,35.075,40.046,"Same_ortho_clusterTrue",312,33,62,24,43,42,36,12,9,44,54,20,15,52,53,27,30,10.4,8.2,0,0
"Taeniopygia_guttata","IL7","ENSTGUG00000011619",402,390,35.075,38.462,"Same_ortho_clusterTrue",312,33,40,24,30,42,29,12,16,44,53,20,15,52,50,27,34,10,8.2,0,0
"Taeniopygia_guttata","IL7","ENSTGUG00000011621",402,441,35.075,51.701,"Same_ortho_clusterFalse",312,33,14,24,9,42,46,12,12,44,40,20,22,52,46,27,30,0,8.2,0,0
"Latimeria_chalumnae","IL9","fbxl3l",435,1314,48.736,54.033,"Same_ortho_clusterFalse",413,32,41,22,9,59,32,0,17,40,49,20,22,41,37,37,40,4.3,9,0,0
"Felis_catus","INAFM2","PLCB2",462,633,75.541,53.555,"Same_ortho_clusterFalse",96,154,30,100,14,25,18,0,19,74,61,2,20,77,44,19,34,5.7,54.5,16.8831168831169,0
"Danio_rerio","ISYNA1","fkbp8",1293,1221,62.49,50.45,"Same_ortho_clusterFalse",435,36,97,8,23,37,49,7,6,55,43,21,17,39,54,38,28,15,0,0,4.91400491400491
"Gallus_gallus","IZUMO2","CRHR2",705,1239,56.028,44.794,"Same_ortho_clusterFalse",312,12,27,5,6,56,61,2,2,41,36,22,25,50,32,27,41,7.7,8.5,11.4893617021277,34.3825665859564
"Meleagris_gallopavo","IZUMO2","CRHR2",705,1239,56.028,45.278,"Same_ortho_clusterFalse",312,12,27,5,6,56,61,2,2,41,36,22,25,50,32,27,41,7.7,8.5,11.4893617021277,34.3825665859564
"Gallus_gallus","IZUMO2","ENSGALG00000029857",705,771,56.028,57.458,"Same_ortho_clusterFalse",312,12,2,5,0,56,31,2,23,41,44,22,24,50,32,27,42,0,8.5,11.4893617021277,8.56031128404669
"Canis_familiaris","KLLN","ENSCAFG00000029370",537,837,63.315,76.344,"Same_ortho_clusterFalse",96,25,279,14,100,8,0,16,2,74,97,17,1,53,82,29,16,57,6.2,0,0
"Canis_familiaris","KLLN","ENSCAFG00000031699",537,927,63.315,79.72,"Same_ortho_clusterFalse",96,25,255,14,82,8,0,16,9,74,89,17,5,53,82,29,12,44.7,6.2,0,0
"Rattus_norvegicus","KRTAP23-1","Krtap13-1",198,507,56.566,56.41,"Same_ortho_clusterFalse",90,10,10,15,5,0,0,22,3,77,96,13,6,59,74,27,18,17.2,43.9,0,0
"Rattus_norvegicus","KRTAP23-1","LOC100363136",198,528,56.566,53.03,"Same_ortho_clusterFalse",90,10,16,15,9,0,0,22,8,77,91,13,15,59,61,27,22,9.1,43.9,0,0
"Gallus_gallus","L1TD1","ENSGALG00000038993",2598,2076,37.952,48.17,"Same_ortho_clusterFalse",312,340,108,39,15,35,14,12,24,52,60,15,19,62,45,21,35,2.2,13.5,0,0
"Bos_taurus","LMO7DN","ENSBTAG00000032878",369,363,53.388,54.27,"Same_ortho_clusterFalse",96,8,47,6,38,16,58,23,0,60,41,18,19,47,59,34,21,9.9,0,0,0
"Latimeria_chalumnae","LMO7DN","ENSLACG00000014049",369,588,53.388,45.238,"Same_ortho_clusterFalse",413,8,1,6,0,16,60,23,6,60,33,18,27,47,38,34,34,0,0,0,0
"Taeniopygia_guttata","LMO7DN","ENSTGUG00000012549",369,987,53.388,43.364,"Same_ortho_clusterFalse",312,8,28,6,8,16,21,23,19,60,58,18,25,47,35,34,39,1.8,0,0,0
"Gorilla_gorilla","LOR","ENSGGOG00000028143",939,501,74.973,50.299,"Same_ortho_clusterFalse",9,313,5,100,2,0,46,2,4,97,49,0,23,89,48,10,28,7.8,80.8,0,0
"Anolis_carolinensis","LY6K","ENSACAG00000001280",318,375,56.289,52.267,"Same_ortho_clusterFalse",312,56,18,52,14,21,19,9,16,68,64,12,23,51,42,35,34,15.2,10.4,0,0
"Meleagris_gallopavo","MAGEA4","ATP10A",954,4437,56.08,45.571,"Same_ortho_clusterFalse",312,109,270,34,18,29,39,11,9,59,50,14,20,49,38,35,41,6.4,11.3,0,13.7254901960784
"Taeniopygia_guttata","MAGEA4","ATP10A",954,4512,56.08,46.166,"Same_ortho_clusterFalse",312,109,294,34,19,29,38,11,10,59,50,14,21,49,37,35,41,5.1,11.3,0,13.8962765957447
"Meleagris_gallopavo","MAGEA4","ENSMGAG00000005194",954,1320,56.08,50.152,"Same_ortho_clusterFalse",312,109,16,34,3,29,22,11,26,59,50,14,25,49,33,35,41,6.8,11.3,0,15
"Taeniopygia_guttata","MAGEA4","ENSTGUG00000006374",954,1098,56.08,55.009,"Same_ortho_clusterFalse",312,109,8,34,2,29,28,11,21,59,49,14,21,49,35,35,43,4.9,11.3,0,18.0327868852459
"Taeniopygia_guttata","MAGEA4","ENSTGUG00000006422",954,1152,56.08,68.229,"Same_ortho_clusterFalse",312,109,23,34,5,29,13,11,24,59,61,14,21,49,42,35,35,0,11.3,0,0
"Meleagris_gallopavo","MAGEA4","GABRA3",954,1428,56.08,50.56,"Same_ortho_clusterFalse",312,109,17,34,3,29,33,11,17,59,49,14,21,49,34,35,44,3.4,11.3,0,22.8991596638655
"Meleagris_gallopavo","MAGEA4","UBE3A",954,2640,56.08,40.076,"Same_ortho_clusterFalse",312,109,118,34,13,29,39,11,6,59,53,14,21,49,41,35,37,6.3,11.3,0,0
"Taeniopygia_guttata","MAGEA4","UBE3A",954,2652,56.08,40.535,"Same_ortho_clusterFalse",312,109,118,34,13,29,39,11,6,59,54,14,20,49,43,35,36,6.2,11.3,0,0
"Felis_catus","MMP24OS","EDEM2",216,1734,76.852,54.787,"Same_ortho_clusterFalse",96,57,100,79,17,0,48,12,5,87,46,2,19,87,34,9,46,7.4,61.1,0,0
"Pan_troglodytes","MMP24OS","ENSPTRG00000044049",216,159,76.852,60.377,"Same_ortho_clusterFalse",6.6,57,53,79,100,0,0,12,5,87,94,2,26,87,71,9,1,60.4,61.1,0,0
"Latimeria_chalumnae","MOAP1","ENSLACG00000019077",1056,351,49.337,34.758,"Same_ortho_clusterFalse",413,7,1,1,0,53,61,9,5,37,33,27,23,40,49,31,26,15.4,13.9,0,64.957264957265
"Lepisosteus_oculatus","MRPL52","ENSLOCG00000010417",372,1587,56.452,45.621,"Same_ortho_clusterFalse",435,42,35,33,6,37,37,8,13,54,49,13,20,66,38,19,41,2.5,11.3,0,0
"Lepisosteus_oculatus","MRPL52","ripk2",372,1722,56.452,49.013,"Same_ortho_clusterFalse",435,42,103,33,17,37,33,8,8,54,58,13,18,66,45,19,35,4.9,11.3,0,0
"Danio_rerio","MT1HL1","CABZ01088982.1",186,291,62.366,41.924,"Same_ortho_clusterFalse",435,62,6,100,6,16,13,1,30,82,55,12,23,79,45,8,30,0,66.1,0,0
"Anolis_carolinensis","MT-ATP8","ATP8",207,168,39.614,38.69,"Same_ortho_clusterTrue",312,35,56,50,100,27,26,0,0,72,73,15,1,60,64,23,33,37.5,66.7,26.0869565217391,0
"Latimeria_chalumnae","MT-ATP8","ATP8",207,168,39.614,42.857,"Same_ortho_clusterTrue",413,35,56,50,100,27,26,0,0,72,73,15,1,60,64,23,33,37.5,66.7,26.0869565217391,0
"Lepisosteus_oculatus","MT-ATP8","ATP8",207,168,39.614,44.048,"Same_ortho_clusterTrue",435,35,56,50,100,27,26,0,0,72,73,15,1,60,64,23,33,37.5,66.7,26.0869565217391,0
"Meleagris_gallopavo","MT-ATP8","ATP8",207,165,39.614,38.788,"Same_ortho_clusterTrue",312,35,56,50,100,27,26,0,0,72,73,15,1,60,64,23,33,37.5,66.7,26.0869565217391,0
"Taeniopygia_guttata","MT-ATP8","ATP8",207,168,39.614,43.452,"Same_ortho_clusterTrue",312,35,56,50,100,27,26,0,0,72,73,15,1,60,64,23,33,37.5,66.7,26.0869565217391,0
"Danio_rerio","MT-ATP8","mt-atp8",207,165,39.614,33.333,"Same_ortho_clusterFalse",435,35,55,50,100,27,29,0,7,72,63,15,5,60,61,23,32,29.1,66.7,26.0869565217391,32.7272727272727
"Canis_familiaris","MTRNR2L12","ENSCAFG00000023663",75,714,50.667,42.997,"Same_ortho_clusterFalse",96,25,3,100,1,0,4,24,42,76,53,4,28,68,38,28,33,0,0,0,8.40336134453782
"Gallus_gallus","MTRNR2L12","ENSGALG00000040949",75,876,50.667,45.662,"Same_ortho_clusterFalse",312,25,22,100,7,0,5,24,40,76,54,4,22,68,34,28,42,4.8,0,0,0
"Meleagris_gallopavo","MTRNR2L12","ENSMGAG00000014414",75,678,50.667,41.593,"Same_ortho_clusterFalse",312,25,0,100,0,0,33,24,10,76,55,4,30,68,28,28,41,5.8,0,0,19.4690265486726
"Meleagris_gallopavo","MTRNR2L12","ENSMGAG00000014415",75,714,50.667,42.297,"Same_ortho_clusterFalse",312,25,5,100,2,0,0,24,50,76,50,4,28,68,37,28,33,0,0,0,0
"Canis_familiaris","MTRNR2L13","ENSCAFG00000012283",75,1185,40,40.759,"Same_ortho_clusterFalse",96,25,10,100,2,68,41,0,14,32,44,0,23,80,37,20,38,3.8,0,0,0
"Canis_familiaris","MTRNR2L13","ENSCAFG00000031103",75,936,40,36.538,"Same_ortho_clusterFalse",96,25,82,100,26,68,14,0,19,32,66,0,17,80,58,20,24,5.1,0,0,0
"Rattus_norvegicus","MTRNR2L8","AABR07005027.1",75,549,53.333,70.856,"Same_ortho_clusterFalse",90,25,183,100,100,0,9,24,2,76,87,4,1,68,85,28,13,23,0,0,0
"Anolis_carolinensis","MYMX","ENSACAG00000029479",255,1950,66.275,50.41,"Same_ortho_clusterFalse",312,85,84,100,12,71,41,0,7,28,51,16,16,47,54,36,29,3.2,43.5,0,0
"Lepisosteus_oculatus","NAT14","aplp2",621,2166,72.947,61.496,"Same_ortho_clusterFalse",435,17,133,8,18,42,39,11,6,46,53,18,17,35,56,45,25,15,46.9,10.6280193236715,3.04709141274238
"Anolis_carolinensis","NAT14","ENSACAG00000029066",621,2547,72.947,54.888,"Same_ortho_clusterFalse",312,17,300,8,35,42,43,11,8,46,48,18,18,35,51,45,29,10,46.9,10.6280193236715,0
"Meleagris_gallopavo","NAT14","ENSMGAG00000001152",159,252,64.78,46.429,"Same_ortho_clusterFalse",312,39,16,73,19,16,47,0,2,83,50,5,26,84,36,9,36,0,35.8,0,44.0476190476191
"Meleagris_gallopavo","NAT14","NFRKB",621,3939,72.947,50.825,"Same_ortho_clusterFalse",312,17,444,8,33,42,25,11,14,46,59,18,17,35,53,45,28,24.6,46.9,10.6280193236715,0
"Taeniopygia_guttata","NAT14","NFRKB",621,3897,72.947,52.374,"Same_ortho_clusterFalse",312,17,435,8,33,42,26,11,13,46,59,18,17,35,53,45,29,19.9,46.9,10.6280193236715,0
"Gallus_gallus","NAT14","RIPK4",621,2376,72.947,49.285,"Same_ortho_clusterFalse",312,17,128,8,16,42,34,11,13,46,52,18,19,35,41,45,38,5.4,46.9,10.6280193236715,0
"Taeniopygia_guttata","NAT14","RIPK4",621,2274,72.947,53.342,"Same_ortho_clusterFalse",312,17,97,8,12,42,37,11,12,46,50,18,22,35,39,45,38,7.8,46.9,10.6280193236715,0
"Gallus_gallus","NAT14","SST",522,351,74.138,63.248,"Same_ortho_clusterFalse",312,75,100,43,85,35,58,13,0,50,41,13,8,41,61,44,29,0,52.9,12.6436781609195,0
"Meleagris_gallopavo","NAT14","SST",159,213,64.78,56.338,"Same_ortho_clusterFalse",312,39,65,73,91,16,43,0,0,83,56,5,2,84,84,9,12,0,35.8,0,0
"Meleagris_gallopavo","NUDT16","ENSMGAG00000011441",684,849,61.257,48.999,"Same_ortho_clusterFalse",312,22,55,9,19,28,50,5,2,65,46,19,20,42,49,38,30,8.5,15.8,0,0
"Meleagris_gallopavo","ODF3L2","ENSMGAG00000002676",870,1479,70.115,51.657,"Same_ortho_clusterFalse",312,115,92,39,18,1,60,8,2,90,36,6,18,70,36,23,44,9.7,0,0,49.6957403651116
"Mus_musculus","PHGR1","Phgr1",249,336,74.699,64.583,"Same_ortho_clusterFalse",88,69,12,83,10,0,0,0,0,100,100,0,0,97,100,2,0,98.2,96.4,0,0
"Meleagris_gallopavo","PHLDA1","ENSMGAG00000010856",783,987,63.857,43.566,"Same_ortho_clusterFalse",312,166,2,63,0,9,36,18,10,72,53,8,17,77,31,14,50,0,42.1,0,0
"Meleagris_gallopavo","POM121L12","ENSMGAG00000015426",891,792,68.575,56.439,"Same_ortho_clusterFalse",312,74,19,24,7,9,12,11,35,79,51,16,23,59,43,23,32,0,11.1,0,0
"Gorilla_gorilla","PRM1","PRM1",156,156,58.974,57.051,"Same_ortho_clusterFalse",9,51,51,49,49,37,37,1,1,60,60,1,1,97,97,0,0,92.3,92.3,0,0
"Gorilla_gorilla","PRM1","RMI2",156,255,58.974,52.549,"Same_ortho_clusterFalse",9,51,7,49,8,37,8,1,28,60,63,1,23,97,47,0,29,0,92.3,0,0
"Gallus_gallus","PROSER3","SPEN",1443,10557,63.271,51.596,"Same_ortho_clusterFalse",312,417,2492,86,70,24,17,1,7,74,75,6,9,76,68,16,21,14.9,31.8,0,0
"Latimeria_chalumnae","PROSER3","SPEN",1443,9411,63.271,45.128,"Same_ortho_clusterFalse",413,417,2079,86,66,24,14,1,8,74,77,6,11,76,64,16,23,11.6,31.8,0,0
"Gallus_gallus","PROSER3","ZBTB17",1443,2451,63.271,60.506,"Same_ortho_clusterFalse",312,417,204,86,24,24,23,1,13,74,62,6,21,76,50,16,27,10.3,31.8,0,0
"Latimeria_chalumnae","PROSER3","ZBTB17",1443,2457,63.271,51.852,"Same_ortho_clusterFalse",413,417,222,86,27,24,25,1,10,74,63,6,18,76,54,16,27,13.4,31.8,0,0
"Sus_scrofa","PRR25","CHTF18",1209,2829,69.644,66.843,"Same_ortho_clusterFalse",96,230,196,57,20,0,37,16,8,82,53,8,18,64,49,26,32,14.2,14.4,0,0
"Latimeria_chalumnae","PTH","ENSLACG00000006640",348,2388,42.529,39.657,"Same_ortho_clusterFalse",413,62,86,53,10,56,7,1,35,42,56,7,25,70,34,21,39,6.9,0,0,2.38693467336683
"Latimeria_chalumnae","PXT1","zgc:194242",405,630,40.988,41.905,"Same_ortho_clusterFalse",413,27,3,20,1,54,39,1,17,44,43,14,23,64,37,20,39,0,17.8,0,0
"Meleagris_gallopavo","QRFP","ENSMGAG00000016925",411,165,64.477,55.758,"Same_ortho_clusterFalse",312,8,2,5,3,24,76,9,0,66,23,15,23,41,56,43,20,32.7,19.7,11.6788321167883,0
"Anolis_carolinensis","QRFP","FAM20B",411,1230,64.477,47.886,"Same_ortho_clusterFalse",312,8,40,5,9,24,36,9,16,66,47,15,25,41,39,43,34,3.2,19.7,11.6788321167883,0
"Meleagris_gallopavo","RPS26","ENSMGAG00000016780",348,144,53.161,54.861,"Same_ortho_clusterFalse",312,56,2,48,4,30,0,0,16,69,83,12,4,60,62,26,33,0,27.6,0,0
"Anolis_carolinensis","RRS1","ENSACAG00000016673",1098,387,64.39,41.085,"Same_ortho_clusterFalse",312,119,54,32,41,45,50,1,0,53,49,12,11,72,80,15,7,8.5,21.9,0,0
"Gallus_gallus","RTL3","ENSGALG00000004127",1428,654,53.151,55.352,"Same_ortho_clusterFalse",312,174,12,36,5,38,74,3,0,57,25,15,18,60,30,23,51,17.9,9.5,0,50.4587155963303
"Meleagris_gallopavo","RTL3","ENSMGAG00000015793",1428,630,53.151,55.556,"Same_ortho_clusterFalse",312,174,2,36,0,38,76,3,0,57,23,15,20,60,27,23,52,11.9,9.5,0,55.2380952380952
"Gallus_gallus","SMCO2","ENSGALG00000045225",1032,1233,43.798,72.101,"Same_ortho_clusterFalse",312,120,297,34,72,51,1,1,2,47,96,15,7,63,79,21,13,36.5,4.7,7.26744186046512,0
"Anolis_carolinensis","SMIM21","ENSACAG00000025861",306,1458,43.464,33.608,"Same_ortho_clusterFalse",312,26,22,25,4,51,49,0,10,48,39,16,24,50,40,33,34,4.7,0,16.6666666666667,7.61316872427984
"Anolis_carolinensis","SMIM21","ENSACAG00000026309",306,684,43.464,33.333,"Same_ortho_clusterFalse",312,26,10,25,4,51,67,0,2,48,29,16,26,50,38,33,35,4.8,0,16.6666666666667,0
"Latimeria_chalumnae","SMIM34A","ENSLACG00000014218",420,303,58.095,39.934,"Same_ortho_clusterFalse",413,27,19,19,18,46,61,2,0,51,37,14,18,57,53,28,27,14.9,0,14.2857142857143,26.7326732673267
"Anolis_carolinensis","SMLR1","ENSACAG00000028852",324,885,53.086,54.35,"Same_ortho_clusterFalse",312,78,3,72,1,54,47,4,9,40,42,16,29,68,33,14,37,0,15.7,42.5925925925926,0
"Latimeria_chalumnae","SMLR1","ENSLACG00000013889",324,720,53.086,43.056,"Same_ortho_clusterFalse",413,78,34,72,14,54,39,4,15,40,45,16,22,68,44,14,33,0,15.7,42.5925925925926,0
"Meleagris_gallopavo","SNAPC5","ENSMGAG00000017426",204,108,65.196,48.148,"Same_ortho_clusterFalse",312,11,36,16,100,51,69,0,0,48,30,5,0,80,100,13,0,25,54.4,0,0
"Taeniopygia_guttata","SNAPC5","ENSTGUG00000009402",204,198,65.196,57.071,"Same_ortho_clusterTrue",312,11,59,16,89,51,48,0,0,48,51,5,1,80,93,13,4,13.6,54.4,0,0
"Anolis_carolinensis","SSMEM1","CPA5",735,1329,45.306,52.521,"Same_ortho_clusterFalse",312,202,6,82,1,29,34,2,16,67,48,11,26,77,33,11,40,0,8.2,7.75510204081633,0
"Anolis_carolinensis","SSMEM1","ENSACAG00000025595",735,1254,45.306,53.987,"Same_ortho_clusterFalse",312,202,13,82,3,29,31,2,18,67,49,11,22,77,35,11,42,3.1,8.2,7.75510204081633,0
"Meleagris_gallopavo","STPG1","ENSMGAG00000016390",435,150,40.23,48,"Same_ortho_clusterFalse",312,48,13,33,26,21,0,6,0,72,100,13,6,61,84,24,10,0,0,0,0
"Lepisosteus_oculatus","SUPT16H","aktip",252,876,58.333,53.196,"Same_ortho_clusterFalse",435,14,86,16,29,16,29,20,7,63,63,14,21,59,46,26,31,0,14.3,0,0
"Meleagris_gallopavo","SUPT16H","AKTIP",252,882,58.333,45.351,"Same_ortho_clusterFalse",312,14,105,16,35,16,25,20,8,63,65,14,15,59,51,26,33,0,14.3,0,0
"Lepisosteus_oculatus","SUPT16H","rbl2",3144,3309,43.639,62.557,"Same_ortho_clusterFalse",435,161,315,15,28,33,37,18,7,48,54,19,16,48,51,32,32,8.5,11.5,0,0
"Meleagris_gallopavo","SUPT16H","RBL2",3144,3180,43.639,47.421,"Same_ortho_clusterFalse",312,161,103,15,9,33,42,18,9,48,48,19,20,48,45,32,33,10.1,11.5,0,0
"Gallus_gallus","TAC3","CRHR2",408,1239,53.922,44.794,"Same_ortho_clusterFalse",312,96,27,70,6,38,61,0,2,61,36,8,25,63,32,27,41,7.7,0,0,34.3825665859564
"Meleagris_gallopavo","TAC3","CRHR2",408,1239,53.922,45.278,"Same_ortho_clusterFalse",312,96,27,70,6,38,61,0,2,61,36,8,25,63,32,27,41,7.7,0,0,34.3825665859564
"Gallus_gallus","TAC3","ENSGALG00000029857",408,771,53.922,57.458,"Same_ortho_clusterFalse",312,96,2,70,0,38,31,0,23,61,44,8,24,63,32,27,42,0,0,0,8.56031128404669
"Meleagris_gallopavo","TAC4","ANK1",342,5706,57.018,57.589,"Same_ortho_clusterFalse",312,47,251,41,13,11,30,28,13,59,56,13,20,54,39,32,40,4.6,10.5,0,0
"Latimeria_chalumnae","TAC4","htr7b",342,1194,57.018,47.571,"Same_ortho_clusterFalse",413,47,19,41,4,11,55,28,5,59,39,13,19,54,33,32,46,3,10.5,0,38.1909547738693
"Taeniopygia_guttata","TAF10","ENSTGUG00000000602",657,2244,66.514,67.068,"Same_ortho_clusterFalse",312,112,74,51,9,24,19,1,22,73,57,11,18,65,47,22,33,11.2,43.4,0,0
"Anolis_carolinensis","TEX29","ENSACAG00000029361",456,984,53.07,50.407,"Same_ortho_clusterFalse",312,68,13,44,3,26,33,3,8,70,57,15,22,69,41,14,36,5.2,19.7,14.4736842105263,0
"Anolis_carolinensis","TEX37","ENSACAG00000001230",543,1224,55.433,61.275,"Same_ortho_clusterFalse",312,8,284,4,69,7,27,5,6,87,65,20,9,54,70,24,19,21.6,6.6,0,0
"Anolis_carolinensis","TEX37","ENSACAG00000008364",543,948,55.433,44.62,"Same_ortho_clusterFalse",312,8,26,4,8,7,74,5,0,87,25,20,24,54,40,24,34,7.6,6.6,0,49.6835443037975
"Meleagris_gallopavo","TEX37","ENSMGAG00000013186",543,987,55.433,51.57,"Same_ortho_clusterFalse",312,8,13,4,3,7,66,5,4,87,28,20,27,54,33,24,38,7.9,6.6,0,48.3282674772036
"Taeniopygia_guttata","TEX37","ENSTGUG00000010868",543,858,55.433,58.508,"Same_ortho_clusterFalse",312,8,1,4,0,7,80,5,3,87,16,20,27,54,34,24,37,0,6.6,0,56.2937062937063
"Latimeria_chalumnae","TEX43","ENSLACG00000002786",405,1251,41.728,46.123,"Same_ortho_clusterFalse",413,15,113,11,27,11,26,14,15,74,58,20,19,49,50,29,29,12.9,0,0,0
"Latimeria_chalumnae","TEX43","ENSLACG00000003195",405,432,41.728,40.741,"Same_ortho_clusterFalse",413,15,11,11,7,11,47,14,4,74,48,20,15,49,52,29,31,0,0,0,13.8888888888889
"Danio_rerio","TMCO2","si:dkey-148f10.4",549,339,40.984,39.823,"Same_ortho_clusterFalse",435,40,8,21,7,59,31,3,35,36,32,18,21,59,47,22,30,15,9.8,9.83606557377049,0
