"Gene_focal","Gene_ortho","species","Common Pfam match or OrthoDB group","value focal","value target","property","dataset"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,42.269,39.231,"GC pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,42.269,38.875,"GC pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,34.719,40.119,"GC pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,34.719,37.79,"GC pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,41.026,38.739,"GC pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,38.026,61.203,"GC pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,39.516,52.039,"GC pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,41.026,37.444,"GC pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,36.72,32.688,"GC pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,38.393,52.941,"GC pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,42.614,42.088,"GC pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,41.026,54.895,"GC pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,35.392,37.002,"GC pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,40.485,50.87,"GC pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,40.826,42.63,"GC pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,39.07,54.516,"GC pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,36.121,32.356,"GC pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,36.121,33.387,"GC pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,40.676,44.028,"GC pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,37.212,34.009,"GC pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,37.212,36.713,"GC pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,46.667,35.448,"GC pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,39.125,36.892,"GC pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,39.125,40.898,"GC pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,41.026,38.003,"GC pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,37.931,48.016,"GC pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,37.931,49.798,"GC pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,48.485,31.38,"GC pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,41.026,39.189,"GC pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,38.393,52.288,"GC pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,40.594,39.907,"GC pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,36.901,45.679,"GC pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,36.901,41.099,"GC pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,39.63,44.961,"GC pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,40.189,42.204,"GC pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,35.985,37.504,"GC pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,35.312,26.424,"GC pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,39.394,56.929,"GC pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,37.412,43.741,"GC pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,31.633,0,"TM pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,0,0,"TM pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,0,0,"TM pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,0,0,"TM pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,0,0,"TM pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,0,39.739,"TM pct","yeast"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,0,0,"TM pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,3.483,0,"TM pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,3.005,0,"TM pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,0,0,"TM pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,3.483,0,"TM pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,0,0,"TM pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,0,0,"TM pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,0,3.925,"TM pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,3.005,0,"TM pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,0,0,"TM pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,0,31.295,"TM pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,31.633,0,"TM pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,0,27.397,"TM pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,3.644,0,"TM pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,3.644,0,"TM pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,0,16.542,"TM pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,0,18.017,"TM pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,7.538,0,"TM pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,0,0,"TM pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,0,0,"TM pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,0,0,"TM pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,31.633,0,"TM pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,0,0,"TM pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,0,21.939,"TM pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,0,30.901,"TM pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,41.449,0,"TM pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,0,31.643,"TM pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,0,0,"TM pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,0,0,"TM pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,0,0,"TM pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,0,0,"TM pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,41.83,41.491,"TM pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,0,0,"TM pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,0,33.249,"TM pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,9.291,0,"TM pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,9.291,0,"TM pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,0,0,"TM pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,0,0,"TM pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,0,8.861,"TM pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,0,0,"TM pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,0,0,"TM pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,0,33.824,"TM pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,0,9.091,"TM pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,0,0,"TM pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,0,0,"TM pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,0,0,"TM pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,0,0,"TM pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,41.83,41.129,"TM pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,0,0,"TM pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,0,28.363,"TM pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,41.449,0,"TM pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,0,0,"TM pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,0,0,"TM pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,0,5.141,"TM pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,0,0,"TM pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,0,0,"TM pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,0,0,"TM pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,0,0,"TM pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,0,30.909,"TM pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,0,2.53,"TM pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,0,0,"TM pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,0,33.824,"TM pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,0,2.402,"TM pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,0,0,"TM pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,0,0,"TM pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,0,0,"TM pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,0,0,"TM pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,0,0,"TM pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,12.633,11.091,"TM pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,0,0,"TM pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,7.173,2.715,"TM pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,53,26,"Helix pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,25,62,"Helix pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,25,51,"Helix pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,22,19,"Helix pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,22,16,"Helix pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,48,51,"Helix pct","yeast"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,48,28,"Helix pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,30,14,"Helix pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,55,34,"Helix pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,33,41,"Helix pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,30,16,"Helix pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,14,21,"Helix pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,54,65,"Helix pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,41,54,"Helix pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,55,35,"Helix pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,33,42,"Helix pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,42,52,"Helix pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,53,25,"Helix pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,26,48,"Helix pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,27,18,"Helix pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,27,37,"Helix pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,35,49,"Helix pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,35,50,"Helix pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,35,24,"Helix pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,34,42,"Helix pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,64,42,"Helix pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,64,40,"Helix pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,53,28,"Helix pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,28,43,"Helix pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,28,50,"Helix pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,0,54,"Helix pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,61,40,"Helix pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,26,48,"Helix pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,41,45,"Helix pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,57,45,"Helix pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,0,20,"Helix pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,19,37,"Helix pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,63,48,"Helix pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,31,25,"Helix pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,31,47,"Helix pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,66,32,"Helix pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,66,35,"Helix pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,80,32,"Helix pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,19,36,"Helix pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,25,74,"Helix pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,80,33,"Helix pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,32,18,"Helix pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,26,53,"Helix pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,37,18,"Helix pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,80,33,"Helix pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,52,59,"Helix pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,41,46,"Helix pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,34,45,"Helix pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,63,47,"Helix pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,29,47,"Helix pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,29,49,"Helix pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,61,38,"Helix pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,40,47,"Helix pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,40,41,"Helix pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,21,21,"Helix pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,39,52,"Helix pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,39,14,"Helix pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,80,34,"Helix pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,28,14,"Helix pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,28,55,"Helix pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,66,35,"Helix pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,80,34,"Helix pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,26,51,"Helix pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,20,36,"Helix pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,30,10,"Helix pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,30,28,"Helix pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,88,62,"Helix pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,60,33,"Helix pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,7,12,"Helix pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,54,56,"Helix pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,25,0,"Helix pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,30,11,"Helix pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,6,25,"Strand pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,26,3,"Strand pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,26,1,"Strand pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,24,20,"Strand pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,24,7,"Strand pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,0,6,"Strand pct","yeast"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,0,22,"Strand pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,7,23,"Strand pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,5,18,"Strand pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,12,7,"Strand pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,7,21,"Strand pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,2,22,"Strand pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,2,2,"Strand pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,9,4,"Strand pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,5,18,"Strand pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,12,7,"Strand pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,8,2,"Strand pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,6,22,"Strand pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,22,10,"Strand pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,13,27,"Strand pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,13,10,"Strand pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,14,7,"Strand pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,14,8,"Strand pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,11,31,"Strand pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,15,4,"Strand pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,4,9,"Strand pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,4,10,"Strand pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,6,22,"Strand pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,13,3,"Strand pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,13,2,"Strand pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,48,3,"Strand pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,3,4,"Strand pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,22,6,"Strand pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,9,7,"Strand pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,8,5,"Strand pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,13,24,"Strand pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,10,20,"Strand pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,1,6,"Strand pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,20,13,"Strand pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,20,7,"Strand pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,1,22,"Strand pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,1,12,"Strand pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,0,14,"Strand pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,10,18,"Strand pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,9,1,"Strand pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,0,19,"Strand pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,11,24,"Strand pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,22,4,"Strand pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,12,34,"Strand pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,0,18,"Strand pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,6,2,"Strand pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,9,4,"Strand pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,15,4,"Strand pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,1,7,"Strand pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,9,1,"Strand pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,9,5,"Strand pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,3,6,"Strand pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,12,12,"Strand pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,12,8,"Strand pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,20,8,"Strand pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,13,3,"Strand pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,13,28,"Strand pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,0,17,"Strand pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,3,27,"Strand pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,3,3,"Strand pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,3,18,"Strand pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,0,18,"Strand pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,22,5,"Strand pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,30,12,"Strand pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,12,7,"Strand pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,12,12,"Strand pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,0,3,"Strand pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,0,10,"Strand pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,36,38,"Strand pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,7,7,"Strand pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,4,10,"Strand pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,17,7,"Strand pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,44,45,"Buried pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,43,41,"Buried pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,43,26,"Buried pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,35,42,"Buried pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,35,12,"Buried pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,24,53,"Buried pct","yeast"
