"evalue","species","speciesShort","found","total","div","tag"
1e-06,"Anopheles_gambiae","Agam",32,13929,272,"fruitfly"
1e-06,"Drosophila_sechellia","Dsec",67,13929,5.9,"fruitfly"
1e-06,"Drosophila_simulans","Dsim",77,13929,5.9,"fruitfly"
1e-06,"Apis_mellifera","Amel",58,13929,325,"fruitfly"
1e-06,"Tribolium_castaneum","Tcas",70,13929,309,"fruitfly"
1e-06,"Drosophila_grimshawi","Dgri",60,13929,50,"fruitfly"
1e-06,"Drosophila_yakuba","Dyak",83,13929,11.4,"fruitfly"
1e-06,"Aedes_aegypti","Aaeg",41,13929,272,"fruitfly"
1e-06,"Drosophila_virilis","Dvir",60,13929,50,"fruitfly"
1e-05,"Drosophila_persimilis","Dper",71,13929,37,"fruitfly"
1e-05,"Drosophila_pseudoobscura","Dpse",112,13929,37,"fruitfly"
1e-05,"Drosophila_mojavensis","Dmoj",91,13929,50,"fruitfly"
1e-05,"Drosophila_ananassae","Dana",112,13929,34,"fruitfly"
1e-05,"Drosophila_erecta","Dere",110,13929,11.4,"fruitfly"
1e-05,"Caenorhabditis_elegans","Cele",73,13929,743,"fruitfly"
1e-05,"Drosophila_willistoni","Dwil",116,13929,50,"fruitfly"
1e-05,"Bombyx_mori","Bmor",120,13929,283,"fruitfly"
1e-05,"Anopheles_gambiae","Agam",50,13929,272,"fruitfly"
1e-05,"Drosophila_sechellia","Dsec",106,13929,5.9,"fruitfly"
1e-05,"Drosophila_simulans","Dsim",113,13929,5.9,"fruitfly"
1e-05,"Apis_mellifera","Amel",83,13929,325,"fruitfly"
1e-05,"Tribolium_castaneum","Tcas",97,13929,309,"fruitfly"
1e-05,"Drosophila_grimshawi","Dgri",92,13929,50,"fruitfly"
1e-05,"Drosophila_yakuba","Dyak",123,13929,11.4,"fruitfly"
1e-05,"Aedes_aegypti","Aaeg",69,13929,272,"fruitfly"
1e-05,"Drosophila_virilis","Dvir",84,13929,50,"fruitfly"
1e-12,"Drosophila_persimilis","Dper",11,13929,37,"fruitfly"
1e-12,"Drosophila_pseudoobscura","Dpse",20,13929,37,"fruitfly"
1e-12,"Drosophila_mojavensis","Dmoj",21,13929,50,"fruitfly"
1e-12,"Drosophila_ananassae","Dana",27,13929,34,"fruitfly"
1e-12,"Drosophila_erecta","Dere",18,13929,11.4,"fruitfly"
1e-12,"Caenorhabditis_elegans","Cele",13,13929,743,"fruitfly"
1e-12,"Drosophila_willistoni","Dwil",20,13929,50,"fruitfly"
1e-12,"Bombyx_mori","Bmor",18,13929,283,"fruitfly"
1e-12,"Anopheles_gambiae","Agam",9,13929,272,"fruitfly"
1e-12,"Drosophila_sechellia","Dsec",15,13929,5.9,"fruitfly"
1e-12,"Drosophila_simulans","Dsim",21,13929,5.9,"fruitfly"
1e-12,"Apis_mellifera","Amel",18,13929,325,"fruitfly"
1e-12,"Tribolium_castaneum","Tcas",12,13929,309,"fruitfly"
1e-12,"Drosophila_grimshawi","Dgri",19,13929,50,"fruitfly"
1e-12,"Drosophila_yakuba","Dyak",21,13929,11.4,"fruitfly"
1e-12,"Aedes_aegypti","Aaeg",10,13929,272,"fruitfly"
1e-12,"Drosophila_virilis","Dvir",20,13929,50,"fruitfly"
1e-24,"Drosophila_persimilis","Dper",4,13929,37,"fruitfly"
1e-24,"Drosophila_pseudoobscura","Dpse",10,13929,37,"fruitfly"
1e-24,"Drosophila_mojavensis","Dmoj",9,13929,50,"fruitfly"
1e-24,"Drosophila_ananassae","Dana",12,13929,34,"fruitfly"
1e-24,"Drosophila_erecta","Dere",8,13929,11.4,"fruitfly"
1e-24,"Caenorhabditis_elegans","Cele",5,13929,743,"fruitfly"
1e-24,"Drosophila_willistoni","Dwil",10,13929,50,"fruitfly"
1e-24,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-24,"Anopheles_gambiae","Agam",4,13929,272,"fruitfly"
1e-24,"Drosophila_sechellia","Dsec",6,13929,5.9,"fruitfly"
1e-24,"Drosophila_simulans","Dsim",10,13929,5.9,"fruitfly"
1e-24,"Apis_mellifera","Amel",5,13929,325,"fruitfly"
1e-24,"Tribolium_castaneum","Tcas",5,13929,309,"fruitfly"
1e-24,"Drosophila_grimshawi","Dgri",9,13929,50,"fruitfly"
1e-24,"Drosophila_yakuba","Dyak",9,13929,11.4,"fruitfly"
1e-24,"Aedes_aegypti","Aaeg",4,13929,272,"fruitfly"
1e-24,"Drosophila_virilis","Dvir",7,13929,50,"fruitfly"
0.1,"Drosophila_persimilis","Dper",1872,13929,37,"fruitfly"
0.1,"Drosophila_pseudoobscura","Dpse",1431,13929,37,"fruitfly"
0.1,"Drosophila_mojavensis","Dmoj",1298,13929,50,"fruitfly"
0.1,"Drosophila_ananassae","Dana",1473,13929,34,"fruitfly"
0.1,"Drosophila_erecta","Dere",1617,13929,11.4,"fruitfly"
0.1,"Caenorhabditis_elegans","Cele",1409,13929,743,"fruitfly"
0.1,"Drosophila_willistoni","Dwil",1521,13929,50,"fruitfly"
0.1,"Bombyx_mori","Bmor",1994,13929,283,"fruitfly"
0.1,"Anopheles_gambiae","Agam",1756,13929,272,"fruitfly"
0.1,"Drosophila_sechellia","Dsec",2065,13929,5.9,"fruitfly"
0.1,"Drosophila_simulans","Dsim",1463,13929,5.9,"fruitfly"
0.1,"Apis_mellifera","Amel",1248,13929,325,"fruitfly"
0.1,"Tribolium_castaneum","Tcas",1947,13929,309,"fruitfly"
0.1,"Drosophila_grimshawi","Dgri",1773,13929,50,"fruitfly"
0.1,"Drosophila_yakuba","Dyak",1414,13929,11.4,"fruitfly"
0.1,"Aedes_aegypti","Aaeg",1882,13929,272,"fruitfly"
0.1,"Drosophila_virilis","Dvir",1351,13929,50,"fruitfly"
1e-10,"Drosophila_persimilis","Dper",20,13929,37,"fruitfly"
1e-10,"Drosophila_pseudoobscura","Dpse",31,13929,37,"fruitfly"
1e-10,"Drosophila_mojavensis","Dmoj",25,13929,50,"fruitfly"
1e-10,"Drosophila_ananassae","Dana",34,13929,34,"fruitfly"
1e-10,"Drosophila_erecta","Dere",27,13929,11.4,"fruitfly"
1e-10,"Caenorhabditis_elegans","Cele",17,13929,743,"fruitfly"
1e-10,"Drosophila_willistoni","Dwil",30,13929,50,"fruitfly"
1e-10,"Bombyx_mori","Bmor",29,13929,283,"fruitfly"
1e-10,"Anopheles_gambiae","Agam",11,13929,272,"fruitfly"
1e-10,"Drosophila_sechellia","Dsec",24,13929,5.9,"fruitfly"
1e-10,"Drosophila_simulans","Dsim",29,13929,5.9,"fruitfly"
1e-10,"Apis_mellifera","Amel",28,13929,325,"fruitfly"
1e-10,"Tribolium_castaneum","Tcas",23,13929,309,"fruitfly"
1e-10,"Drosophila_grimshawi","Dgri",29,13929,50,"fruitfly"
1e-10,"Drosophila_yakuba","Dyak",29,13929,11.4,"fruitfly"
1e-10,"Aedes_aegypti","Aaeg",14,13929,272,"fruitfly"
1e-10,"Drosophila_virilis","Dvir",24,13929,50,"fruitfly"
1e-08,"Drosophila_persimilis","Dper",32,13929,37,"fruitfly"
1e-08,"Drosophila_pseudoobscura","Dpse",45,13929,37,"fruitfly"
1e-08,"Drosophila_mojavensis","Dmoj",39,13929,50,"fruitfly"
1e-08,"Drosophila_ananassae","Dana",44,13929,34,"fruitfly"
1e-08,"Drosophila_erecta","Dere",42,13929,11.4,"fruitfly"
1e-08,"Caenorhabditis_elegans","Cele",26,13929,743,"fruitfly"
1e-08,"Drosophila_willistoni","Dwil",43,13929,50,"fruitfly"
1e-08,"Bombyx_mori","Bmor",46,13929,283,"fruitfly"
1e-08,"Anopheles_gambiae","Agam",24,13929,272,"fruitfly"
1e-08,"Drosophila_sechellia","Dsec",37,13929,5.9,"fruitfly"
1e-08,"Drosophila_simulans","Dsim",46,13929,5.9,"fruitfly"
1e-08,"Apis_mellifera","Amel",36,13929,325,"fruitfly"
1e-08,"Tribolium_castaneum","Tcas",37,13929,309,"fruitfly"
1e-08,"Drosophila_grimshawi","Dgri",37,13929,50,"fruitfly"
1e-08,"Drosophila_yakuba","Dyak",48,13929,11.4,"fruitfly"
1e-08,"Aedes_aegypti","Aaeg",20,13929,272,"fruitfly"
1e-08,"Drosophila_virilis","Dvir",33,13929,50,"fruitfly"
1e-07,"Drosophila_persimilis","Dper",37,13929,37,"fruitfly"
1e-07,"Drosophila_pseudoobscura","Dpse",60,13929,37,"fruitfly"
1e-07,"Drosophila_mojavensis","Dmoj",51,13929,50,"fruitfly"
1e-07,"Drosophila_ananassae","Dana",57,13929,34,"fruitfly"
1e-07,"Drosophila_erecta","Dere",55,13929,11.4,"fruitfly"
1e-07,"Caenorhabditis_elegans","Cele",39,13929,743,"fruitfly"
1e-07,"Drosophila_willistoni","Dwil",53,13929,50,"fruitfly"
1e-07,"Bombyx_mori","Bmor",61,13929,283,"fruitfly"
1e-07,"Anopheles_gambiae","Agam",30,13929,272,"fruitfly"
1e-07,"Drosophila_sechellia","Dsec",45,13929,5.9,"fruitfly"
1e-07,"Drosophila_simulans","Dsim",56,13929,5.9,"fruitfly"
1e-07,"Apis_mellifera","Amel",47,13929,325,"fruitfly"
1e-07,"Tribolium_castaneum","Tcas",54,13929,309,"fruitfly"
1e-07,"Drosophila_grimshawi","Dgri",47,13929,50,"fruitfly"
1e-07,"Drosophila_yakuba","Dyak",62,13929,11.4,"fruitfly"
1e-07,"Aedes_aegypti","Aaeg",27,13929,272,"fruitfly"
1e-07,"Drosophila_virilis","Dvir",45,13929,50,"fruitfly"
0.001,"Drosophila_persimilis","Dper",218,13929,37,"fruitfly"
0.001,"Drosophila_pseudoobscura","Dpse",318,13929,37,"fruitfly"
0.001,"Drosophila_mojavensis","Dmoj",236,13929,50,"fruitfly"
0.001,"Drosophila_ananassae","Dana",288,13929,34,"fruitfly"
0.001,"Drosophila_erecta","Dere",321,13929,11.4,"fruitfly"
0.001,"Caenorhabditis_elegans","Cele",231,13929,743,"fruitfly"
0.001,"Drosophila_willistoni","Dwil",276,13929,50,"fruitfly"
0.001,"Bombyx_mori","Bmor",298,13929,283,"fruitfly"
0.001,"Anopheles_gambiae","Agam",207,13929,272,"fruitfly"
0.001,"Drosophila_sechellia","Dsec",310,13929,5.9,"fruitfly"
0.001,"Drosophila_simulans","Dsim",309,13929,5.9,"fruitfly"
0.001,"Apis_mellifera","Amel",230,13929,325,"fruitfly"
0.001,"Tribolium_castaneum","Tcas",289,13929,309,"fruitfly"
0.001,"Drosophila_grimshawi","Dgri",265,13929,50,"fruitfly"
0.001,"Drosophila_yakuba","Dyak",300,13929,11.4,"fruitfly"
0.001,"Aedes_aegypti","Aaeg",203,13929,272,"fruitfly"
0.001,"Drosophila_virilis","Dvir",257,13929,50,"fruitfly"
1e-04,"Drosophila_persimilis","Dper",116,13929,37,"fruitfly"
1e-04,"Drosophila_pseudoobscura","Dpse",173,13929,37,"fruitfly"
1e-04,"Drosophila_mojavensis","Dmoj",133,13929,50,"fruitfly"
1e-04,"Drosophila_ananassae","Dana",159,13929,34,"fruitfly"
1e-04,"Drosophila_erecta","Dere",175,13929,11.4,"fruitfly"
1e-04,"Caenorhabditis_elegans","Cele",121,13929,743,"fruitfly"
1e-04,"Drosophila_willistoni","Dwil",169,13929,50,"fruitfly"
1e-04,"Bombyx_mori","Bmor",173,13929,283,"fruitfly"
1e-04,"Anopheles_gambiae","Agam",92,13929,272,"fruitfly"
1e-04,"Drosophila_sechellia","Dsec",164,13929,5.9,"fruitfly"
1e-04,"Drosophila_simulans","Dsim",177,13929,5.9,"fruitfly"
1e-04,"Apis_mellifera","Amel",127,13929,325,"fruitfly"
1e-04,"Tribolium_castaneum","Tcas",142,13929,309,"fruitfly"
1e-04,"Drosophila_grimshawi","Dgri",143,13929,50,"fruitfly"
1e-04,"Drosophila_yakuba","Dyak",185,13929,11.4,"fruitfly"
1e-04,"Aedes_aegypti","Aaeg",103,13929,272,"fruitfly"
1e-04,"Drosophila_virilis","Dvir",132,13929,50,"fruitfly"
1e-20,"Drosophila_persimilis","Dper",5,13929,37,"fruitfly"
1e-20,"Drosophila_pseudoobscura","Dpse",13,13929,37,"fruitfly"
1e-20,"Drosophila_mojavensis","Dmoj",10,13929,50,"fruitfly"
1e-20,"Drosophila_ananassae","Dana",14,13929,34,"fruitfly"
1e-20,"Drosophila_erecta","Dere",8,13929,11.4,"fruitfly"
1e-20,"Caenorhabditis_elegans","Cele",6,13929,743,"fruitfly"
1e-20,"Drosophila_willistoni","Dwil",12,13929,50,"fruitfly"
1e-20,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-20,"Anopheles_gambiae","Agam",5,13929,272,"fruitfly"
1e-20,"Drosophila_sechellia","Dsec",7,13929,5.9,"fruitfly"
1e-20,"Drosophila_simulans","Dsim",12,13929,5.9,"fruitfly"
1e-20,"Apis_mellifera","Amel",6,13929,325,"fruitfly"
1e-20,"Tribolium_castaneum","Tcas",6,13929,309,"fruitfly"
1e-20,"Drosophila_grimshawi","Dgri",10,13929,50,"fruitfly"
1e-20,"Drosophila_yakuba","Dyak",13,13929,11.4,"fruitfly"
1e-20,"Aedes_aegypti","Aaeg",6,13929,272,"fruitfly"
1e-20,"Drosophila_virilis","Dvir",10,13929,50,"fruitfly"
1e-18,"Drosophila_persimilis","Dper",5,13929,37,"fruitfly"
1e-18,"Drosophila_pseudoobscura","Dpse",13,13929,37,"fruitfly"
1e-18,"Drosophila_mojavensis","Dmoj",12,13929,50,"fruitfly"
1e-18,"Drosophila_ananassae","Dana",15,13929,34,"fruitfly"
1e-18,"Drosophila_erecta","Dere",9,13929,11.4,"fruitfly"
1e-18,"Caenorhabditis_elegans","Cele",6,13929,743,"fruitfly"
1e-18,"Drosophila_willistoni","Dwil",14,13929,50,"fruitfly"
1e-18,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-18,"Anopheles_gambiae","Agam",7,13929,272,"fruitfly"
1e-18,"Drosophila_sechellia","Dsec",9,13929,5.9,"fruitfly"
1e-18,"Drosophila_simulans","Dsim",12,13929,5.9,"fruitfly"
1e-18,"Apis_mellifera","Amel",7,13929,325,"fruitfly"
1e-18,"Tribolium_castaneum","Tcas",6,13929,309,"fruitfly"
1e-18,"Drosophila_grimshawi","Dgri",10,13929,50,"fruitfly"
1e-18,"Drosophila_yakuba","Dyak",14,13929,11.4,"fruitfly"
1e-18,"Aedes_aegypti","Aaeg",7,13929,272,"fruitfly"
1e-18,"Drosophila_virilis","Dvir",11,13929,50,"fruitfly"
1e-26,"Drosophila_persimilis","Dper",4,13929,37,"fruitfly"
1e-26,"Drosophila_pseudoobscura","Dpse",9,13929,37,"fruitfly"
1e-26,"Drosophila_mojavensis","Dmoj",8,13929,50,"fruitfly"
1e-26,"Drosophila_ananassae","Dana",10,13929,34,"fruitfly"
1e-26,"Drosophila_erecta","Dere",8,13929,11.4,"fruitfly"
1e-26,"Caenorhabditis_elegans","Cele",5,13929,743,"fruitfly"
1e-26,"Drosophila_willistoni","Dwil",10,13929,50,"fruitfly"
1e-26,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-26,"Anopheles_gambiae","Agam",4,13929,272,"fruitfly"
1e-26,"Drosophila_sechellia","Dsec",5,13929,5.9,"fruitfly"
1e-26,"Drosophila_simulans","Dsim",9,13929,5.9,"fruitfly"
1e-26,"Apis_mellifera","Amel",5,13929,325,"fruitfly"
1e-26,"Tribolium_castaneum","Tcas",4,13929,309,"fruitfly"
1e-26,"Drosophila_grimshawi","Dgri",8,13929,50,"fruitfly"
1e-26,"Drosophila_yakuba","Dyak",9,13929,11.4,"fruitfly"
1e-26,"Aedes_aegypti","Aaeg",4,13929,272,"fruitfly"
1e-26,"Drosophila_virilis","Dvir",7,13929,50,"fruitfly"
1e-28,"Drosophila_persimilis","Dper",4,13929,37,"fruitfly"
1e-28,"Drosophila_pseudoobscura","Dpse",9,13929,37,"fruitfly"
1e-28,"Drosophila_mojavensis","Dmoj",7,13929,50,"fruitfly"
1e-28,"Drosophila_ananassae","Dana",9,13929,34,"fruitfly"
1e-28,"Drosophila_erecta","Dere",8,13929,11.4,"fruitfly"
1e-28,"Caenorhabditis_elegans","Cele",4,13929,743,"fruitfly"
1e-28,"Drosophila_willistoni","Dwil",10,13929,50,"fruitfly"
1e-28,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-28,"Anopheles_gambiae","Agam",3,13929,272,"fruitfly"
1e-28,"Drosophila_sechellia","Dsec",4,13929,5.9,"fruitfly"
1e-28,"Drosophila_simulans","Dsim",7,13929,5.9,"fruitfly"
1e-28,"Apis_mellifera","Amel",5,13929,325,"fruitfly"
1e-28,"Tribolium_castaneum","Tcas",3,13929,309,"fruitfly"
1e-28,"Drosophila_grimshawi","Dgri",6,13929,50,"fruitfly"
1e-28,"Drosophila_yakuba","Dyak",8,13929,11.4,"fruitfly"
1e-28,"Aedes_aegypti","Aaeg",4,13929,272,"fruitfly"
1e-28,"Drosophila_virilis","Dvir",6,13929,50,"fruitfly"
1e-14,"Drosophila_persimilis","Dper",10,13929,37,"fruitfly"
1e-14,"Drosophila_pseudoobscura","Dpse",16,13929,37,"fruitfly"
1e-14,"Drosophila_mojavensis","Dmoj",17,13929,50,"fruitfly"
1e-14,"Drosophila_ananassae","Dana",23,13929,34,"fruitfly"
1e-14,"Drosophila_erecta","Dere",15,13929,11.4,"fruitfly"
1e-14,"Caenorhabditis_elegans","Cele",9,13929,743,"fruitfly"
1e-14,"Drosophila_willistoni","Dwil",19,13929,50,"fruitfly"
1e-14,"Bombyx_mori","Bmor",14,13929,283,"fruitfly"
1e-14,"Anopheles_gambiae","Agam",9,13929,272,"fruitfly"
1e-14,"Drosophila_sechellia","Dsec",13,13929,5.9,"fruitfly"
1e-14,"Drosophila_simulans","Dsim",17,13929,5.9,"fruitfly"
1e-14,"Apis_mellifera","Amel",15,13929,325,"fruitfly"
1e-14,"Tribolium_castaneum","Tcas",8,13929,309,"fruitfly"
1e-14,"Drosophila_grimshawi","Dgri",13,13929,50,"fruitfly"
1e-14,"Drosophila_yakuba","Dyak",19,13929,11.4,"fruitfly"
1e-14,"Aedes_aegypti","Aaeg",8,13929,272,"fruitfly"
1e-14,"Drosophila_virilis","Dvir",18,13929,50,"fruitfly"
1e-22,"Drosophila_persimilis","Dper",4,13929,37,"fruitfly"
1e-22,"Drosophila_pseudoobscura","Dpse",10,13929,37,"fruitfly"
1e-22,"Drosophila_mojavensis","Dmoj",10,13929,50,"fruitfly"
1e-22,"Drosophila_ananassae","Dana",12,13929,34,"fruitfly"
1e-22,"Drosophila_erecta","Dere",8,13929,11.4,"fruitfly"
1e-22,"Caenorhabditis_elegans","Cele",5,13929,743,"fruitfly"
1e-22,"Drosophila_willistoni","Dwil",12,13929,50,"fruitfly"
1e-22,"Bombyx_mori","Bmor",7,13929,283,"fruitfly"
1e-22,"Anopheles_gambiae","Agam",5,13929,272,"fruitfly"
1e-22,"Drosophila_sechellia","Dsec",7,13929,5.9,"fruitfly"
1e-22,"Drosophila_simulans","Dsim",10,13929,5.9,"fruitfly"
1e-22,"Apis_mellifera","Amel",5,13929,325,"fruitfly"
1e-22,"Tribolium_castaneum","Tcas",5,13929,309,"fruitfly"
1e-22,"Drosophila_grimshawi","Dgri",9,13929,50,"fruitfly"
1e-22,"Drosophila_yakuba","Dyak",11,13929,11.4,"fruitfly"
1e-22,"Aedes_aegypti","Aaeg",5,13929,272,"fruitfly"
1e-22,"Drosophila_virilis","Dvir",7,13929,50,"fruitfly"
0.01,"Drosophila_persimilis","Dper",481,13929,37,"fruitfly"
0.01,"Drosophila_pseudoobscura","Dpse",534,13929,37,"fruitfly"
0.01,"Drosophila_mojavensis","Dmoj",427,13929,50,"fruitfly"
0.01,"Drosophila_ananassae","Dana",519,13929,34,"fruitfly"
0.01,"Drosophila_erecta","Dere",614,13929,11.4,"fruitfly"
0.01,"Caenorhabditis_elegans","Cele",452,13929,743,"fruitfly"
0.01,"Drosophila_willistoni","Dwil",529,13929,50,"fruitfly"
0.01,"Bombyx_mori","Bmor",610,13929,283,"fruitfly"
0.01,"Anopheles_gambiae","Agam",465,13929,272,"fruitfly"
0.01,"Drosophila_sechellia","Dsec",645,13929,5.9,"fruitfly"
0.01,"Drosophila_simulans","Dsim",545,13929,5.9,"fruitfly"
0.01,"Apis_mellifera","Amel",416,13929,325,"fruitfly"
0.01,"Tribolium_castaneum","Tcas",596,13929,309,"fruitfly"
0.01,"Drosophila_grimshawi","Dgri",532,13929,50,"fruitfly"
0.01,"Drosophila_yakuba","Dyak",531,13929,11.4,"fruitfly"
0.01,"Aedes_aegypti","Aaeg",486,13929,272,"fruitfly"
0.01,"Drosophila_virilis","Dvir",457,13929,50,"fruitfly"
1e-16,"Drosophila_persimilis","Dper",6,13929,37,"fruitfly"
1e-16,"Drosophila_pseudoobscura","Dpse",13,13929,37,"fruitfly"
1e-16,"Drosophila_mojavensis","Dmoj",13,13929,50,"fruitfly"
1e-16,"Drosophila_ananassae","Dana",19,13929,34,"fruitfly"
1e-16,"Drosophila_erecta","Dere",13,13929,11.4,"fruitfly"
1e-16,"Caenorhabditis_elegans","Cele",8,13929,743,"fruitfly"
1e-16,"Drosophila_willistoni","Dwil",15,13929,50,"fruitfly"
1e-16,"Bombyx_mori","Bmor",10,13929,283,"fruitfly"
1e-16,"Anopheles_gambiae","Agam",9,13929,272,"fruitfly"
1e-16,"Drosophila_sechellia","Dsec",9,13929,5.9,"fruitfly"
1e-16,"Drosophila_simulans","Dsim",14,13929,5.9,"fruitfly"
1e-16,"Apis_mellifera","Amel",11,13929,325,"fruitfly"
1e-16,"Tribolium_castaneum","Tcas",6,13929,309,"fruitfly"
1e-16,"Drosophila_grimshawi","Dgri",12,13929,50,"fruitfly"
1e-16,"Drosophila_yakuba","Dyak",16,13929,11.4,"fruitfly"
1e-16,"Aedes_aegypti","Aaeg",7,13929,272,"fruitfly"
1e-16,"Drosophila_virilis","Dvir",15,13929,50,"fruitfly"
1e-09,"Lepisosteus_oculatus","Locu",119,19892,435,"human"
1e-09,"Latimeria_chalumnae","Lcha",98,19892,413,"human"
1e-09,"Bos_taurus","Btau",153,19892,96,"human"
1e-09,"Gallus_gallus","Ggal",101,19892,312,"human"
1e-09,"Pan_troglodytes","Ptro",195,19892,6.6,"human"
1e-09,"Gorilla_gorilla","Ggor",179,19892,9,"human"
1e-09,"Sus_scrofa","Sscr",142,19892,96,"human"
1e-09,"Canis_familiaris","Cfam",138,19892,96,"human"
1e-09,"Meleagris_gallopavo","Mgal",94,19892,312,"human"
1e-09,"Mus_musculus","Mmus",146,19892,88,"human"
1e-09,"Danio_rerio","Drer",127,19892,435,"human"
1e-09,"Taeniopygia_guttata","Tgut",91,19892,312,"human"
1e-09,"Anolis_carolinensis","Acar",115,19892,312,"human"
1e-09,"Felis_catus","Fcat",132,19892,96,"human"
1e-09,"Rattus_norvegicus","Rnor",141,19892,90,"human"
1,"Lepisosteus_oculatus","Locu",14019,19892,435,"human"
1,"Latimeria_chalumnae","Lcha",14231,19892,413,"human"
1,"Bos_taurus","Btau",14631,19892,96,"human"
1,"Gallus_gallus","Ggal",12658,19892,312,"human"
1,"Pan_troglodytes","Ptro",12117,19892,6.6,"human"
1,"Gorilla_gorilla","Ggor",12411,19892,9,"human"
1,"Sus_scrofa","Sscr",11213,19892,96,"human"
1,"Canis_familiaris","Cfam",13880,19892,96,"human"
1,"Meleagris_gallopavo","Mgal",14276,19892,312,"human"
1,"Mus_musculus","Mmus",11672,19892,88,"human"
1,"Danio_rerio","Drer",11947,19892,435,"human"
1,"Taeniopygia_guttata","Tgut",14518,19892,312,"human"
1,"Anolis_carolinensis","Acar",14459,19892,312,"human"
1,"Felis_catus","Fcat",12890,19892,96,"human"
1,"Rattus_norvegicus","Rnor",13617,19892,90,"human"
1e-06,"Lepisosteus_oculatus","Locu",227,19892,435,"human"
1e-06,"Latimeria_chalumnae","Lcha",191,19892,413,"human"
1e-06,"Bos_taurus","Btau",279,19892,96,"human"
1e-06,"Gallus_gallus","Ggal",175,19892,312,"human"
1e-06,"Pan_troglodytes","Ptro",360,19892,6.6,"human"
1e-06,"Gorilla_gorilla","Ggor",346,19892,9,"human"
1e-06,"Sus_scrofa","Sscr",235,19892,96,"human"
1e-06,"Canis_familiaris","Cfam",234,19892,96,"human"
1e-06,"Meleagris_gallopavo","Mgal",189,19892,312,"human"
1e-06,"Mus_musculus","Mmus",267,19892,88,"human"
1e-06,"Danio_rerio","Drer",228,19892,435,"human"
1e-06,"Taeniopygia_guttata","Tgut",169,19892,312,"human"
1e-06,"Anolis_carolinensis","Acar",219,19892,312,"human"
1e-06,"Felis_catus","Fcat",243,19892,96,"human"
1e-06,"Rattus_norvegicus","Rnor",249,19892,90,"human"
1e-05,"Lepisosteus_oculatus","Locu",314,19892,435,"human"
1e-05,"Latimeria_chalumnae","Lcha",257,19892,413,"human"
1e-05,"Bos_taurus","Btau",355,19892,96,"human"
1e-05,"Gallus_gallus","Ggal",239,19892,312,"human"
1e-05,"Pan_troglodytes","Ptro",471,19892,6.6,"human"
1e-05,"Gorilla_gorilla","Ggor",438,19892,9,"human"
1e-05,"Sus_scrofa","Sscr",308,19892,96,"human"
1e-05,"Canis_familiaris","Cfam",323,19892,96,"human"
1e-05,"Meleagris_gallopavo","Mgal",257,19892,312,"human"
1e-05,"Mus_musculus","Mmus",335,19892,88,"human"
1e-05,"Danio_rerio","Drer",300,19892,435,"human"
1e-05,"Taeniopygia_guttata","Tgut",218,19892,312,"human"
1e-05,"Anolis_carolinensis","Acar",288,19892,312,"human"
1e-05,"Felis_catus","Fcat",316,19892,96,"human"
1e-05,"Rattus_norvegicus","Rnor",324,19892,90,"human"
1e-12,"Lepisosteus_oculatus","Locu",81,19892,435,"human"
1e-12,"Latimeria_chalumnae","Lcha",72,19892,413,"human"
1e-12,"Bos_taurus","Btau",105,19892,96,"human"
1e-12,"Gallus_gallus","Ggal",76,19892,312,"human"
1e-12,"Pan_troglodytes","Ptro",119,19892,6.6,"human"
1e-12,"Gorilla_gorilla","Ggor",124,19892,9,"human"
1e-12,"Sus_scrofa","Sscr",107,19892,96,"human"
1e-12,"Canis_familiaris","Cfam",95,19892,96,"human"
1e-12,"Meleagris_gallopavo","Mgal",73,19892,312,"human"
1e-12,"Mus_musculus","Mmus",105,19892,88,"human"
1e-12,"Danio_rerio","Drer",89,19892,435,"human"
1e-12,"Taeniopygia_guttata","Tgut",71,19892,312,"human"
1e-12,"Anolis_carolinensis","Acar",80,19892,312,"human"
1e-12,"Felis_catus","Fcat",91,19892,96,"human"
1e-12,"Rattus_norvegicus","Rnor",94,19892,90,"human"
1e-24,"Lepisosteus_oculatus","Locu",56,19892,435,"human"
1e-24,"Latimeria_chalumnae","Lcha",53,19892,413,"human"
1e-24,"Bos_taurus","Btau",56,19892,96,"human"
1e-24,"Gallus_gallus","Ggal",49,19892,312,"human"
1e-24,"Pan_troglodytes","Ptro",62,19892,6.6,"human"
1e-24,"Gorilla_gorilla","Ggor",66,19892,9,"human"
1e-24,"Sus_scrofa","Sscr",54,19892,96,"human"
1e-24,"Canis_familiaris","Cfam",54,19892,96,"human"
1e-24,"Meleagris_gallopavo","Mgal",53,19892,312,"human"
1e-24,"Mus_musculus","Mmus",53,19892,88,"human"
1e-24,"Danio_rerio","Drer",53,19892,435,"human"
1e-24,"Taeniopygia_guttata","Tgut",49,19892,312,"human"
1e-24,"Anolis_carolinensis","Acar",53,19892,312,"human"
1e-24,"Felis_catus","Fcat",54,19892,96,"human"
1e-24,"Rattus_norvegicus","Rnor",49,19892,90,"human"
0.1,"Lepisosteus_oculatus","Locu",5020,19892,435,"human"
0.1,"Latimeria_chalumnae","Lcha",4876,19892,413,"human"
